522	1
619	2
682	3
6434	4
1539	5
237	6
373	7
3503	8
149	9
6791	10
4181	11
5386	12
149	13
23	14
7004	15
794	16
4870	17
4846	18
4559	19
2514	20
5235	21
3232	22
6065	23
297	24
6852	25
4999	26
7102	27
6960	28
148	29
1526	30
2	31
2902	32
1485	33
844	34
2556	35
3795	36
496	37
6228	38
3128	39
723	40
1211	41
6895	42
41	43
2464	44
2462	45
1999	46
335	47
2216	48
768	49
3117	50
5107	51
5004	52
5231	53
3856	54
929	55
6839	56
4724	57
2612	58
1413	59
6897	60
39	61
2064	62
1182	63
5128	64
1413	65
224	66
7100	67
2928	68
7345	69
3495	70
994	71
2497	72
1000	73
6480	74
6889	75
134	76
688	77
664	78
3903	79
529	80
6743	81
6715	82
6622	83
7323	84
6706	85
6764	86
6644	87
1532	88
6717	89
6718	90
6701	91
6676	92
6707	93
6647	94
6649	95
6721	96
6720	97
6626	98
6708	99
6709	100
6724	101
6725	102
6650	103
6685	104
6651	105
3294	106
3301	107
3298	108
6744	109
6759	110
6727	111
6652	112
6687	113
6749	114
6688	115
1618	116
7322	117
6656	118
6690	119
7329	120
7310	121
6761	122
4775	123
6762	124
6766	125
963	126
964	127
4014	128
4010	129
4011	130
3999	131
6751	132
6729	133
6728	134
6629	135
6730	136
6754	137
7327	138
6765	139
6631	140
6630	141
6703	142
6637	143
6638	144
7328	145
6736	146
6756	147
7325	148
7311	149
6740	150
6665	151
1533	152
6757	153
6713	154
6698	155
6639	156
6640	157
6758	158
6763	159
6641	160
6742	161
7309	162
7313	163
7306	164
7305	165
4003	166
4004	167
4008	168
4000	169
6705	170
7315	171
7317	172
7321	173
7307	174
1617	175
7319	176
3309	177
6731	178
3303	179
6732	180
965	181
6733	182
966	183
6734	184
3299	185
6710	186
3297	187
4005	188
6660	189
4002	190
4009	191
6635	192
6634	193
6760	194
683	195
5447	196
1	197
6770	198
37	199
2970	200
1070	201
5407	202
5404	203
3651	204
3650	205
5406	206
3654	207
5405	208
153	209
1002	210
5520	211
1942	212
154	213
42	214
439	215
5046	216
4480	217
161	218
95	219
1334	220
6450	221
4551	222
2	223
183	224
5570	225
1469	226
2794	227
1494	228
5236	229
5243	230
1973	231
5225	232
1006	233
2495	234
3624	235
5446	236
5803	237
2984	238
5899	239
5504	240
5979	241
4536	242
1190	243
3087	244
1262	245
3146	246
3163	247
2142	248
3156	249
624	250
3220	251
3086	252
3173	253
4218	254
2224	255
4742	256
1733	257
1124	258
4713	259
5030	260
4915	261
263	262
335	263
1292	264
3429	265
1006	266
1806	267
753	268
1065	269
2964	270
4345	271
3224	272
2187	273
6532	274
3805	275
553	276
2	277
1313	278
1688	279
97	280
141	281
4756	282
1186	283
61	284
917	285
6910	286
1221	287
3960	288
345	289
1393	290
825	291
12	292
395	293
20	294
5524	295
1148	296
3905	297
4450	298
4084	299
5631	300
1255	301
6929	302
4244	303
3723	304
3028	305
843	306
4482	307
4091	308
416	309
24	310
2185	311
4959	312
5533	313
4737	314
5230	315
2798	316
905	317
856	318
1802	319
4871	320
2879	321
3656	322
1277	323
479	324
6263	325
975	326
1408	327
6855	328
147	329
5401	330
5715	331
4849	332
1517	333
2005	334
295	335
495	336
6423	337
1404	338
281	339
3010	340
198	341
3844	342
5566	343
2212	344
1859	345
1189	346
3954	347
3641	348
124	349
465	350
713	351
426	352
841	353
488	354
480	355
167	356
7096	357
4795	358
1375	359
1159	360
86	361
795	362
6350	363
374	364
813	365
3122	366
3138	367
320	368
3731	369
515	370
1097	371
2941	372
151	373
551	374
4	375
6298	376
2492	377
536	378
2460	379
5075	380
6164	381
243	382
94	383
1445	384
26	385
6030	386
4968	387
4396	388
1355	389
1184	390
6132	391
162	392
6819	393
89	394
