201	557	5	9.91
3618	101	6	6.66
178	3666	3	14.81
2376	1497	5	53.05
218	1490	3	9.79
126	1806	14	67.94
1384	101	16	8.62
468	101	50	25.08
2389	107	7	8.75
706	197	4	8.72
103	1835	11	10.15
327	2266	3	16.54
106	756	17	9.34
117	57	162	10.97
598	124	24	55.36
507	209	5	10.06
1308	1199	4	30.18
1247	111	9	7.78
5250	107	4	10.98
1587	220	4	16.01
117	279	22	9.55
110	4192	4	8.53
122	1238	7	8.73
114	1422	7	6.92
101	1097	22	17.92
928	327	4	15.66
256	400	6	13.72
199	986	4	10.97
608	398	3	8.52
756	5011	3	30.26
6436	6437	3	54.67
277	505	4	9
14	9	1222	80.68
120	4366	3	7.33
645	144	7	12.92
223	852	3	7.88
120	2275	6	13.19
2782	107	7	13.77
57	3365	4	8.11
167	168	34	68.9
2045	104	10	12.54
564	113	19	15.72
377	117	20	14.61
1152	6246	3	37.44
242	3714	4	26.91
388	1192	4	18.97
157	582	9	22.02
225	2379	8	58.92
6128	107	3	8.23
181	2546	3	11.46
6100	329	3	28.71
120	4262	3	7.33
14	226	143	15.48
124	598	24	55.36
107	397	43	39.44
1956	1481	9	104.68
153	2238	8	42.42
206	2252	7	43.46
683	438	3	9.98
1562	630	3	17.86
1045	377	3	11.3
12	2021	11	9.24
125	1389	6	7.49
811	232	4	10.89
104	633	23	9.4
119	263	31	25.12
3673	2170	5	72.14
1007	1387	5	39.33
9	360	23	16.34
103	5585	4	7.97
565	296	4	9.89
2367	6434	3	42.45
205	234	7	6.63
426	112	23	14.1
263	6181	3	26.66
204	1543	3	9.8
392	484	3	7.24
4243	1890	5	68.68
1309	201	3	8.07
4378	158	3	14.58
6510	108	3	8.63
668	136	6	7.35
863	179	4	8.57
537	192	5	8.86
279	12	82	6.91
152	119	60	20.99
790	238	3	6.79
771	259	6	22.93
267	425	7	20.66
393	635	3	8.85
888	644	3	13.91
171	416	9	18.86
102	3833	6	10.76
2880	118	6	18.25
524	565	4	15.43
7802	115	3	12.23
5971	3427	4	61.03
121	5358	3	9.71
2029	4322	3	34.45
796	520	3	12.22
196	594	4	7.07
1919	12	13	10.93
177	1782	3	9.13
937	12	24	7.76
2103	147	3	7.63
5180	103	4	7.97
285	1746	3	13.64
530	114	16	10.33
2708	172	3	11.62
461	112	18	7.46
532	2386	3	19.7
947	105	16	7.5
4725	1491	3	32.1
6547	5194	3	50.17
259	185	11	18.46
178	162	178	1198.94
1387	520	6	41.27
12	819	30	14.55
113	2494	7	14.34
3411	148	3	11.5
180	1112	3	7.01
104	1980	9	6.78
4762	110	4	8.53
314	12	85	31.55
135	2395	3	7.49
1525	165	3	6.82
1268	138	4	6.89
9	1198	9	12.2
113	2418	6	9.8
2318	129	5	13.61
160	1809	3	7.44
1449	1	3	9.52
1299	1239	3	21.24
892	229	3	6.92
198	719	5	12.29
4609	4622	4	60.58
110	1619	8	7.49
578	357	3	7.56
12	668	33	7.1
106	3219	7	18.09
116	403	21	12.38
282	2825	5	35.18
122	2779	4	7.28
12	608	36	7.04
2269	110	7	10.25
866	3331	3	25.84
1153	518	3	14.92
232	477	8	24.83
241	6123	3	25.85
1251	105	13	7.07
732	484	4	17.13
844	1994	13	156.6
725	1219	4	26.04
177	969	5	13.79
333	167	7	7.37
3458	114	4	7.16
107	6211	3	8.23
384	121	22	24.49
4169	138	3	12.61
7171	112	3	10.69
913	115	13	17.64
3079	12	8	6.72
102	3120	7	7.57
297	190	9	13.93
374	508	4	11.5
2935	129	3	6.85
4424	160	3	14.74
268	569	4	9.56
4612	141	3	13.1
138	257	14	11.86
418	420	3	7.35
108	222	54	13.76
303	407	6	15.67
333	298	5	9.82
57	662	12	9.54
358	635	3	8.21
182	680	4	8.15
6695	5249	3	54.67
252	2198	3	13.62
793	332	3	9.17
103	1068	16	8.73
512	404	4	12.84
4312	1418	3	31.73
468	1435	3	15.11
114	326	24	10.65
139	2197	3	7.71
101	1654	14	9.9
2376	279	5	33.42
1302	256	3	10.32
237	1028	3	8.1
4124	419	3	22.77
1865	393	3	15.74
114	251	32	11.38
818	244	3	6.84
58	1019	3	6.88
12	2535	10	8.4
201	1116	3	7.27
253	213	27	108.34
125	5089	4	18.63
1150	934	3	18.47
3653	101	6	6.66
379	861	4	15.8
507	1588	3	16.42
1915	109	7	7.02
4994	775	3	30.07
435	101	59	51.49
1282	157	4	9.19
458	1141	3	13.64
199	1821	3	10.22
103	865	20	15.45
2132	111	6	6.93
12	2383	9	7.56
997	202	4	11.63
1586	209	3	9.84
1799	102	13	17.16
334	276	87	873.96
4369	1699	4	48.19
217	1034	6	23.95
1199	2139	3	24.58
444	408	3	7.08
658	404	3	9.19
2096	326	3	15.09
894	2016	7	67.36
2673	269	3	15.92
102	253	78	25.76
835	335	7	33.94
284	2041	3	14
1999	1327	3	24.08
112	426	23	14.1
217	1102	3	8.19
167	1568	3	7.33
3851	4795	3	39.62
105	4124	6	13.13
5569	1903	3	36.13
1549	197	3	9.87
102	153	155	7
1894	552	13	142.07
986	208	3	7
147	3365	3	11.23
220	3294	3	15.78
4283	3675	3	46.35
164	2748	3	10.74
450	135	9	11.74
6594	9	3	12.57
7033	107	3	8.23
273	3714	4	28.34
1605	142	13	69.83
414	102	42	12.16
836	306	3	8.49
163	1090	4	8.57
247	1068	3	8.71
1069	388	3	12.11
126	708	19	43.09
896	6444	3	35.38
237	697	4	9.83
808	331	4	14.49
159	2608	5	23.15
2170	297	4	23.34
263	228	14	38.2
214	349	19	72.71
335	789	6	26.64
114	579	22	31.72
448	1995	4	25.25
1236	104	13	6.9
6261	107	3	8.23
665	102	25	7.64
172	4172	3	16.16
9	5715	3	8.33
109	2419	9	22.54
1326	226	4	14.95
