2389	107	4	20.64
106	756	5	14.49
116	4149	3	22.27
103	1623	3	8.4
122	1238	5	30.65
114	1422	4	21.06
3728	101	3	10.51
235	146	3	10.17
120	2275	6	48.58
2782	107	3	14.16
167	168	29	219.63
377	117	4	11.24
107	397	7	15.33
206	2252	7	86.96
12	2021	5	12.01
104	633	4	6.38
12	2089	5	12.01
696	14	7	10.41
1620	14	4	8.39
16	1660	3	17.61
105	482	6	11.17
530	114	4	12.53
4170	12	3	9.96
178	162	178	2306.31
1890	12	5	11.12
3079	12	4	11.34
105	1304	6	23.47
105	1244	5	17.03
139	2197	3	24.89
114	326	6	16.97
101	1654	12	59.49
435	101	21	53.6
104	3404	3	14.04
1799	102	13	88.21
1586	209	3	28.02
4369	1699	4	73.11
112	426	15	73.19
112	470	3	6.01
1549	197	3	27.42
113	1104	7	39.16
122	223	3	4.23
114	579	8	37.9
103	6874	3	23.31
172	4172	3	34.51
102	402	16	44.44
102	454	5	5.22
342	365	25	303.07
108	2726	4	22.3
141	185	3	7.6
1423	103	4	12.59
2308	12	3	4.6
2008	12	4	7.05
2929	12	6	24.12
1402	14	3	4.08
147	1624	4	33.92
101	2634	3	7.65
12	1682	13	59.66
101	2559	3	6.99
180	12	25	8.44
1790	878	3	39.31
845	14	10	26.2
104	889	5	13.05
119	515	3	9.27
1774	14	3	5.41
107	2955	3	15
120	671	5	23.27
721	126	4	18.65
105	179	30	71.41
2041	12	9	36.17
971	108	4	12.49
101	843	5	5.95
106	858	17	101.68
106	1061	8	37.64
103	2016	3	10.18
1635	101	4	7.86
711	101	12	29.91
383	142	3	13.16
185	652	3	20.84
115	451	5	16.45
115	375	3	5.71
120	244	5	11.59
105	620	9	28.24
1744	9	7	50.71
1213	101	9	28.09
123	2440	3	20.12
2243	107	5	27.42
386	104	12	30.7
309	359	4	30.13
397	127	8	43.1
102	1778	4	13.1
212	121	5	10.59
143	106	36	77.9
2870	12	7	32.42
104	2818	3	12.23
130	112	18	20.89
3206	103	3	13.91
5562	103	4	31.08
12	4076	3	8.51
2306	4056	4	73.46
108	4324	3	19.22
102	965	3	4.41
2	869	7	44.07
1301	14	4	6.71
121	439	8	38.2
129	2682	4	34.65
103	112	60	9.48
12	4773	3	9.96
1266	118	20	212.47
103	158	12	4.16
5533	103	3	18.85
379	108	10	28.67
1955	14	3	5.83
256	2103	7	89.07
101	1396	5	10.86
108	1052	11	62.22
112	4574	3	21.9
57	6672	3	30.39
333	856	15	195.23
230	113	7	13.61
12	486	45	192.43
193	8	6	9.08
102	2555	4	16.19
105	1754	5	21.56
1102	144	5	40.44
1940	101	3	5.44
887	101	7	12.83
759	109	5	17.78
906	102	4	7.36
109	589	3	6.34
121	186	27	133.64
226	160	3	11.1
6584	14	3	19.01
174	154	5	18.1
1866	12	6	15.84
226	106	6	4.94
226	307	22	221.9
108	2577	3	14.6
102	660	5	8.13
113	134	9	5.67
1469	12	7	16.62
3920	14	3	10.95
5106	110	4	36.81
532	108	6	16.06
1576	108	7	38.74
102	2033	3	8.97
108	3244	3	16.44
124	171	10	27
2119	103	3	10.18
1009	103	6	19.36
107	905	4	11.38
786	12	12	25.24
1230	14	4	6.36
2473	389	3	36.04
101	525	7	6.39
2875	2360	3	50.56
101	585	31	137.29
980	531	22	358.26
382	12	27	56.24
1973	101	3	5.44
852	101	8	16.21
111	768	8	39.05
120	415	13	72.25
170	144	4	11.65
817	950	26	484.07
106	3112	6	41.85
559	151	3	16.7
116	1777	3	16.14
117	2516	3	19.29
525	2940	4	56.22
119	718	4	17.42
2443	104	3	11.51
106	209	11	17.02
1664	189	5	51.58
12	5892	4	21.9
101	435	42	181.63
106	311	13	35.58
105	2375	3	11.73
105	2307	4	17.42
149	124	36	161.9
107	1059	3	7.97
118	433	6	24.6
102	2094	3	8.97
1143	3275	6	106.88
6280	12	3	16.42
1678	110	10	73.05
2895	14	3	8.86
13	6254	3	33.16
120	462	3	8.77
107	4197	3	18.77
115	284	3	3.98
111	675	11	58.89
1773	12	5	10.33
673	108	3	5.58
153	473	4	23.57
12	148	67	64.46
590	108	4	8.63
2531	105	4	18.34
5009	12	3	12.06
102	2388	5	23.07
209	14	17	11.28
636	119	26	220.73
140	114	9	8.64
220	1587	4	40.59
128	1042	3	16.89
120	1335	8	59.17
114	665	4	14.42
2678	109	3	16.19
897	8	3	10.98
102	747	25	139.68
317	102	19	48.24
8	501	4	11.91
106	1334	4	14.74
169	137	28	179.32
1349	122	4	23.42
146	5327	3	34.2
415	104	5	5.9
945	113	4	16.1
526	2055	3	36.93
108	2166	7	46.12
143	1524	3	22.63
2303	102	3	9.52
704	111	3	8.18
1133	102	3	5.22
12	6663	3	16.42
109	287	13	41.6
4636	106	5	42.32
1239	14	4	6.36
105	2058	3	10.53
112	4591	3	21.9
105	2118	6	30.95
108	1031	5	18.68
12	7434	3	16.42
12	1271	5	6.89
104	484	4	4.55
5208	12	4	21.9
4171	14	3	12.46
104	535	5	8.22
585	12	10	11.76
406	108	13	46.59
994	145	6	49.35
105	703	5	11.16
1274	14	4	6.71
106	514	7	19.23
106	566	4	7.61
123	811	4	18.93
3598	104	6	46.89
101	283	14	11.47
2910	101	4	14.02
3980	8	4	32.27
1071	101	4	4.97
105	2480	3	11.73
143	149	3	5.16
848	104	7	22.56
185	102	15	13.15
287	1372	3	29.33
115	2845	3	19.56
102	1625	3	7.23
1697	101	10	43.22
872	104	3	5.03
111	554	7	27.21
1435	347	4	44.29
105	327	20	65.76
364	107	9	22.33
116	1504	5	30.48
5578	104	4	31.26
9	13	297	1897.96
109	2002	3	13.68
106	4278	5	42.32
1719	2556	5	84.2
1819	103	4	14.74
127	3046	3	24.28
1707	126	7	55.87
157	179	4	13.68
105	3145	3	13.29
101	794	6	8.32
114	1173	4	19.32
1832	14	4	9.46
377	1294	3	31.11
102	407	23	82.53
1680	2219	9	169.69
401	134	3	12.86
373	103	5	4.82
122	188	4	5.63
116	3052	3	20.03
175	152	22	144.33
106	1665	8	47.2
114	353	7	22.92
4271	4260	4	85.51
108	388	34	192.78
164	218	3	11
105	1393	3	8.04
1209	109	3	10.66
3727	122	4	35.22
102	2712	3	10.85
442	2117	4	50.71
1565	1293	3	41.01
1590	101	10	41.23
116	157	10	17.22
7425	101	3	18.55
177	1074	3	23.62
1358	109	3	11.27
165	637	3	18.92
116	489	3	7.91
749	102	4	5.88
436	1138	3	31.44
2861	103	3	12.93
616	103	4	6.08
2	200	8	23.74
121	799	11	75.97
108	5054	4	34.53
1871	3649	6	120.46
115	3179	5	39.6
102	303	39	152.88
104	5413	3	18.98
253	12	25	24.24
2232	12	3	4.6
603	14	7	8.99
145	328	9	58.08
135	719	4	24.93
546	231	3	21.81
12	4683	3	9.96
102	1371	6	20.98
341	150	7	42.76
118	873	6	33.88
107	499	11	39.54
520	14	8	9.84
1015	108	3	8.14
1572	14	5	12.76
3046	2119	5	90.28
113	2003	4	22.47
3702	1755	3	50.5
222	12	60	139.65
3721	106	5	36.95
1815	101	3	5.03
111	168	16	38.03
111	240	7	13.73
105	447	18	69.78
454	8	10	46.72
12	2038	4	7.69
112	314	28	151.83
115	3621	4	32.5
112	212	8	15.51
2441	103	3	11.38
111	4114	3	20.31
8	784	5	22.17
118	1937	3	17.88
658	114	3	9
106	1864	12	94.58
117	1221	5	29.52
189	910	5	44.03
12	2310	10	48.18
836	126	4	19.84
2430	14	4	12.41
1115	1924	12	221.28
101	1879	5	14.34
155	174	10	49.91
1545	107	11	73.58
115	1759	3	15.68
374	8	5	13.83
2287	133	3	23.89
2641	135	3	26.17
108	467	9	29.27
133	1330	3	20.24
292	128	3	8.34
249	120	3	4.63
101	3305	3	9.36
