"news_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"ribeirinhos","ribeirinho",21.0493768453598,"ribeirinh",18.4966516494751,"ribe",2.53121821482976,"rib","ribe","ribei","ribeir","ribeiri","ribeirin"
"ricas","rico",21.0503394405047,"ric",18.4974536895752,"ric",2.53138790130615,"ric","rica","ricas","ricas","ricas","ricas"
"ridículo","ridículo",21.0513894915581,"ridícul",18.4982931613922,"ridicul",2.53152807950974,"rid","ridí","ridíc","ridícu","ridícul","ridículo"
"rigor","rigor",21.0523384809494,"rigor",18.4991061687469,"rigor",2.5316628575325,"rig","rigo","rigor","rigor","rigor","rigor"
"rigorosa","rigoroso",21.0534594655037,"rigor",18.5001127719879,"rigor",2.53179465134939,"rig","rigo","rigor","rigoro","rigoros","rigorosa"
"rigorosamente","rigoroso",21.0546309351921,"rigor",18.5009326934814,"rigoros",2.53194425900777,"rig","rigo","rigor","rigoro","rigoros","rigorosa"
"rigoroso","rigoroso",21.055680000782,"rigor",18.501748085022,"rigor",2.53205884695053,"rig","rigo","rigor","rigoro","rigoros","rigoroso"
"rincões","rincão",21.0567278226217,"rincõ",18.5025641918182,"rinca",2.53222275575002,"rin","rinc","rincõ","rincõe","rincões","rincões"
"ringues","ringue",21.0579684297244,"ringu",18.5033724308014,"ring",2.53237386147181,"rin","ring","ringu","ringue","ringues","ringues"
"riscar","riscar",21.0591536005338,"risc",18.5041928291321,"risc",2.53250675201416,"ris","risc","risca","riscar","riscar","riscar"
"risoto","risoto",21.0603041648865,"risot",18.505028963089,"risot",2.53264632622401,"ris","riso","risot","risoto","risoto","risoto"
"ritmistas","ritmista",21.0614711284637,"ritmist",18.5058553218842,"ritm",2.53279108603795,"rit","ritm","ritmi","ritmis","ritmist","ritmista"
"ritmos","ritmos",21.0624662637711,"ritm",18.5066637992859,"ritm",2.53294564882914,"rit","ritm","ritmo","ritmos","ritmos","ritmos"
"rito","rito",21.0635914444923,"rit",18.5074713230133,"rit",2.53308668533961,"rit","rito","rito","rito","rito","rito"
"ritonavir","ritonavir",21.0646264274915,"ritonav",18.5082931518555,"ritonav",2.53322308460871,"rit","rito","riton","ritona","ritonav","ritonavi"
"rituais","ritual",21.0656244715055,"ritu",18.5091018676758,"rit",2.53335566918055,"rit","ritu","ritua","rituai","rituais","rituais"
"rivalidades","rival",21.0667270183563,"rival",18.509917974472,"rival",2.53348735570908,"riv","riva","rival","rivali","rivalid","rivalida"
"robustece","robustecer",21.0677074710528,"robustec",18.5107924938202,"robustec",2.53362427949905,"rob","robu","robus","robust","robuste","robustec"
"robótico","robótico",21.0687059402466,"robót",18.5116090774536,"robo",2.53374705314636,"rob","robó","robót","robóti","robótic","robótico"
"robô","robô",21.0698119839033,"robô",18.5128195285797,"robo",2.53388474782308,"rob","robô","robô","robô","robô","robô"
"roceiro","roceiro",21.0713141441345,"roceir",18.514328956604,"roc",2.53403176466624,"roc","roce","rocei","roceir","roceiro","roceiro"
"rodado","rodar",21.0724052429199,"rod",18.5151436328888,"rod",2.53416741291682,"rod","roda","rodad","rodado","rodado","rodado"
"rodagem","rodagem",21.0733792424202,"rodag",18.5159623622894,"rod",2.53428766727448,"rod","roda","rodag","rodage","rodagem","rodagem"
"rodeia","rodear",21.074368540446,"rod",18.5169241428375,"rode",2.53442503213882,"rod","rode","rodei","rodeia","rodeia","rodeia"
"rodinha","rodinha",21.0754552761714,"rodinh",18.5177457332611,"rod",2.53457768360774,"rod","rodi","rodin","rodinh","rodinha","rodinha"
"rodou","rodar",21.0764434099197,"rod",18.5185618400574,"rod",2.53470972776413,"rod","rodo","rodou","rodou","rodou","rodou"
"rodoviários","rodoviário",21.0775470733643,"rodoviári",18.519425868988,"rodovi",2.53483992020289,"rod","rodo","rodov","rodovi","rodoviá","rodoviár"
"rogai","rogar",21.0785363674164,"roga",18.5202748775482,"rog",2.53497553269068,"rog","roga","rogai","rogai","rogai","rogai"
"rolam","rolar",21.0795182943344,"rol",18.5210852622986,"rol",2.53510791858037,"rol","rola","rolam","rolam","rolam","rolam"
"rolar","rolar",21.0805971026421,"rol",18.521892786026,"rol",2.53523563543955,"rol","rola","rolar","rolar","rolar","rolar"
"rolarão","rolar",21.0815774599711,"rol",18.5227043628693,"rol",2.53537650108337,"rol","rola","rolar","rolarã","rolarão","rolarão"
"romanceada","romancear",21.0831647872925,"romanc",18.524197101593,"romance",2.53550822337468,"rom","roma","roman","romanc","romance","romancea"
"romances","romance",21.0841756383578,"romanc",18.5250148773193,"romanc",2.5356550971667,"rom","roma","roman","romanc","romance","romances"
"romanesco","romanescar",21.085155081749,"romanesc",18.5258429050446,"roman",2.53577567736308,"rom","roma","roman","romane","romanes","romanesc"
"romano","romano",21.0863386789958,"roman",18.5266561508179,"roman",2.53591899474462,"rom","roma","roman","romano","romano","romano"
"romanos","romano",21.0873169620832,"roman",18.5274744033813,"roman",2.53606799840927,"rom","roma","roman","romano","romanos","romanos"
"rombos","rombo",21.0883341511091,"romb",18.528293132782,"romb",2.53621927102407,"rom","romb","rombo","rombos","rombos","rombos"
"rompe","romper",21.0895581841469,"romp",18.529102563858,"romp",2.53659519354502,"rom","romp","rompe","rompe","rompe","rompe"
"romper","romper",21.0905785322189,"romp",18.5299084186554,"romp",2.53672589461009,"rom","romp","rompe","romper","romper","romper"
"rompimento","romper",21.0915871620178,"rompiment",18.5307326316833,"romp",2.53684624433517,"rom","romp","rompi","rompim","rompime","rompimen"
"romântico","romântico",21.0926910916964,"românt",18.5315687656403,"roman",2.53696434100469,"rom","româ","român","românt","românti","romântic"
"rostos","rostos",21.0936906814575,"rost",18.5323927402496,"rost",2.53711357116699,"ros","rost","rosto","rostos","rostos","rostos"
"rosé","rosé",21.0948149124781,"ros",18.5333588123322,"rose",2.53724350531896,"ros","rosé","rosé","rosé","rosé","rosé"
"roteirista","roteirismo",21.0958102703094,"roteir",18.5341756343842,"roteir",2.5373726884524,"rot","rote","rotei","roteir","roteiri","roteiris"
"rotário","rotário",21.0967794775963,"rotári",18.5349926948547,"rot",2.53748792807261,"rot","rotá","rotár","rotári","rotário","rotário"
"rouba","roubar",21.0978355050087,"roub",18.5358078479767,"roub",2.5376363158226,"rou","roub","rouba","rouba","rouba","rouba"
"roubar","roubar",21.0987929264704,"roub",18.5366342067719,"roub",2.53776885271072,"rou","roub","rouba","roubar","roubar","roubar"
"roubaram","roubar",21.0997452537219,"roub",18.5374414920807,"roub",2.53790205717087,"rou","roub","rouba","roubar","roubara","roubaram"
"roubei","roubar",21.1007980982463,"roub",18.5382475852966,"roub",2.53803735971451,"rou","roub","roube","roubei","roubei","roubei"
"round","round",21.1017488241196,"round",18.5390560626984,"round",2.53819044033686,"rou","roun","round","round","round","round"
"roupagem","roupagem",21.1027009010315,"roupag",18.5398697853088,"roup",2.53830618063609,"rou","roup","roupa","roupag","roupage","roupagem"
"roupões","roupão",21.1037501176198,"roupõ",18.5406918525696,"roup",2.53846482038498,"rou","roup","roupõ","roupõe","roupões","roupões"
"roxear","roxear",21.1047021428744,"rox",18.5415010452271,"roxe",2.53860249121984,"rox","roxe","roxea","roxear","roxear","roxear"
"roxo","roxo",21.1056748787562,"rox",18.5423054695129,"rox",2.53874411185582,"rox","roxo","roxo","roxo","roxo","roxo"
"roçada","roçar",21.1067258954048,"roc",18.5431053638458,"roc",2.53887042601903,"roç","roça","roçad","roçada","roçada","roçada"
"rumos","rumos",21.1081603924433,"rum",18.5446140766144,"rum",2.53903115590413,"rum","rumo","rumos","rumos","rumos","rumos"
"rumou","rumar",21.1092173457146,"rum",18.5454385280609,"rum",2.5391649723053,"rum","rumo","rumou","rumou","rumou","rumou"
"ruptura","ruptura",21.1102204283079,"ruptur",18.5462520122528,"rupt",2.53928971290588,"rup","rupt","ruptu","ruptur","ruptura","ruptura"
"russo","russar",21.1112169623375,"russ",18.5470550060272,"russ",2.53943521579107,"rus","russ","russo","russo","russo","russo"
"ruínas","ruína",21.1124019861221,"ruín",18.547963142395,"ruin",2.53960252602895,"ruí","ruín","ruína","ruínas","ruínas","ruínas"
"rádios","rádio",21.1134196917216,"rádi",18.5487790107727,"radi",2.5397646745046,"rád","rádi","rádio","rádios","rádios","rádios"
"ráfia","ráfia",21.1145406762759,"ráf",18.5497491359711,"raf",2.53991324106852,"ráf","ráfi","ráfia","ráfia","ráfia","ráfia"
"rédeas","rédea",21.1155711174011,"réd",18.5505719184875,"rede",2.54007161458333,"réd","réde","rédea","rédeas","rédeas","rédeas"
"régua","régua",21.1166706164678,"régu",18.5513994693756,"regu",2.54022485017776,"rég","régu","régua","régua","régua","régua"
"réplicas","réplica",21.1178854346275,"réplic",18.552237033844,"repl",2.54036602576574,"rép","répl","répli","réplic","réplica","réplicas"
"répteis","réptil",21.1189031720161,"répt",18.5530550479889,"reptel",2.54051762421926,"rép","répt","répte","réptei","répteis","répteis"
"réus","réu",21.1198645949364,"réus",18.5538837909698,"reu",2.54066662391027,"réu","réus","réus","réus","réus","réus"
"rígidas","rígido",21.120949447155,"ríg",18.5546941757202,"rig",2.54081685940425,"ríg","rígi","rígid","rígida","rígidas","rígidas"
"sabatina","sabatinar",21.1229530692101,"sabatin",18.5568459033966,"sabatin",2.54097540378571,"sab","saba","sabat","sabati","sabatin","sabatina"
"sabido","saber",21.1240871747335,"sab",18.5576739311218,"sab",2.54108975330989,"sab","sabi","sabid","sabido","sabido","sabido"
"sabonete","sabonete",21.1251234809558,"sabonet",18.5584907531738,"sabonet",2.54123324950536,"sab","sabo","sabon","sabone","sabonet","sabonete"
"sabor","sabor",21.1263520439466,"sabor",18.5593028068542,"sab",2.54135390520096,"sab","sabo","sabor","sabor","sabor","sabor"
"sabores","sabor",21.1273268143336,"sabor",18.5601215362549,"sab",2.54148349364599,"sab","sabo","sabor","sabore","sabores","sabores"
"saboroso","saboroso",21.1288120746613,"sabor",18.5615680217743,"sabor",2.54159853458405,"sab","sabo","sabor","saboro","saboros","saboroso"
"sabotar","sabotar",21.1303747971853,"sabot",18.5630362033844,"sabot",2.5417404294014,"sab","sabo","sabot","sabota","sabotar","sabotar"
"sacerdote","sacerdote",21.1320404052734,"sacerdot",18.5645046234131,"sacerdot",2.54188925822576,"sac","sace","sacer","sacerd","sacerdo","sacerdot"
"saciedade","saciedade",21.1330664118131,"saciedad",18.5653355121613,"saciedad",2.54202995300293,"sac","saci","sacie","sacied","sacieda","saciedad"
"sacola","sacolar",21.1341051975886,"sacol",18.5661709308624,"sacol",2.54218190908432,"sac","saco","sacol","sacola","sacola","sacola"
"sacolés","sacolé",21.1352354685466,"sacolés",18.5671408176422,"sacole",2.54239165385564,"sac","saco","sacol","sacolé","sacolés","sacolés"
"sacramentou","sacramentar",21.1362743496895,"sacrament",18.5679750442505,"sacrament",2.54292976856232,"sac","sacr","sacra","sacram","sacrame","sacramen"
"sacrificar","sacrificar",21.137301103274,"sacrific",18.5688080787659,"sacrific",2.54308044115702,"sac","sacr","sacri","sacrif","sacrifi","sacrific"
"sacrifício","sacrifício",21.1383767724037,"sacrifíci",18.5765352249146,"sacrifici",2.54324545462926,"sac","sacr","sacri","sacrif","sacrifí","sacrifíc"
"sacristão","sacristão",21.1394451379776,"sacristã",18.5773956775665,"sacrist",2.54339664379756,"sac","sacr","sacri","sacris","sacrist","sacristã"
"saem","sair",21.1404372652372,"saem",18.5782027244568,"sa",2.54352784156799,"sae","saem","saem","saem","saem","saem"
"sagrada","sagrar",21.1415229439735,"sagr",18.579000711441,"sagr",2.54365523258845,"sag","sagr","sagra","sagrad","sagrada","sagrada"
"saibamos","saber",21.1424873987834,"saib",18.5798032283783,"saib",2.54381393988927,"sai","saib","saiba","saibam","saibamo","saibamos"
"saio","sair",21.1440255085627,"sai",18.5812735557556,"sai",2.54395156701406,"sai","saio","saio","saio","saio","saio"
"sairiam","sair",21.145000342528,"sair",18.5820746421814,"sair",2.5440869251887,"sai","sair","sairi","sairia","sairiam","sairiam"
"sais","sair",21.1459609866142,"sais",18.582879781723,"sal",2.54423758586248,"sai","sais","sais","sais","sais","sais"
"salesiano","salesiano",21.1470339695613,"salesian",18.5838544368744,"salesi",2.54435461362203,"sal","sale","sales","salesi","salesia","salesian"
"salgada","salgar",21.1479873140653,"salg",18.5846753120422,"salg",2.54447913567225,"sal","salg","salga","salgad","salgada","salgada"
"salgados","salgar",21.1490454514821,"salg",18.5855460166931,"salg",2.54461239973704,"sal","salg","salga","salgad","salgado","salgados"
"salientar","salientar",21.1500056306521,"salient",18.5863592624664,"salient",2.54474940697352,"sal","sali","salie","salien","salient","salienta"
"saliente","salientar",21.1509781599045,"salient",18.587201833725,"sali",2.54486574729284,"sal","sali","salie","salien","salient","saliente"
"saliva","salivar",21.1520562450091,"saliv",18.5880200862885,"saliv",2.54500827789307,"sal","sali","saliv","saliva","saliva","saliva"
"saltam","saltar",21.153083717823,"salt",18.5888206958771,"salt",2.54514663616816,"sal","salt","salta","saltam","saltam","saltam"
"saltando","saltar",21.1543115139008,"salt",18.5896232128143,"salt",2.54527972539266,"sal","salt","salta","saltan","saltand","saltando"
"saltou","saltar",21.1554856300354,"salt",18.5904376506805,"salt",2.54541105826696,"sal","salt","salto","saltou","saltou","saltou"
"salva","salvar",21.1564897934596,"salv",18.5912365913391,"salv",2.54556179841359,"sal","salv","salva","salva","salva","salva"
"salvaguarda","salvaguardar",21.1574940164884,"salvaguard",18.5920622348785,"salvaguard",2.54571454524994,"sal","salv","salva","salvag","salvagu","salvagua"
"salvaguardarem","salvaguardar",21.1585720181465,"salvaguard",18.5928835868835,"salvaguard",2.54584573507309,"sal","salv","salva","salvag","salvagu","salvagua"
"salvação","salvação",21.1595660885175,"salvaçã",18.5936999320984,"salv",2.54597275257111,"sal","salv","salva","salvaç","salvaçã","salvação"
"salvo","salvar",21.1605584383011,"salv",18.5945053100586,"salv",2.5461151321729,"sal","salv","salvo","salvo","salvo","salvo"
"salvos","salvos",21.1616256395976,"salv",18.5953133106232,"salv",2.54626908302307,"sal","salv","salvo","salvos","salvos","salvos"
"salvou","salvar",21.1625830849012,"salv",18.5961263179779,"salv",2.54640381733576,"sal","salv","salvo","salvou","salvou","salvou"
"sanciona","sancionar",21.1641414562861,"sancion",18.5976386070251,"sanc",2.54658703009288,"san","sanc","sanci","sancio","sancion","sanciona"
"sancionado","sancionar",21.1651356021563,"sancion",18.5984663963318,"sancion",2.54670498768489,"san","sanc","sanci","sancio","sancion","sanciona"
"sancionou","sancionar",21.1661522189776,"sancion",18.5992810726166,"sancion",2.54683966636658,"san","sanc","sanci","sancio","sancion","sanciono"
"sanfona","sanfonar",21.1672384937604,"sanfon",18.6002671718597,"sanf",2.54698928197225,"san","sanf","sanfo","sanfon","sanfona","sanfona"
"sangramentos","sangrar",21.168221227328,"sangrament",18.6010994911194,"sangr",2.54712499380112,"san","sang","sangr","sangra","sangram","sangrame"
"sangrava","sangrar",21.1692983468374,"sangr",18.6019093990326,"sangr",2.54726481040319,"san","sang","sangr","sangra","sangrav","sangrava"
"sangria","sangria",21.1702574690183,"sangr",18.6027367115021,"sangr",2.54740272760391,"san","sang","sangr","sangri","sangria","sangria"
"sardinha","sardinho",21.1712342222532,"sardinh",18.603547334671,"sard",2.54756817022959,"sar","sard","sardi","sardin","sardinh","sardinha"
"sarro","sarrar",21.1723193208377,"sarr",18.6043627262115,"sarr",2.54771079619726,"sar","sarr","sarro","sarro","sarro","sarro"
"satisfatória","satisfatório",21.1737923820813,"satisfatór",18.6058547496796,"satisf",2.54783402283986,"sat","sati","satis","satisf","satisfa","satisfat"
"satisfazer","satisfazer",21.1748703161875,"satisfaz",18.6066832542419,"satisfaz",2.54796762466431,"sat","sati","satis","satisf","satisfa","satisfaz"
"satisfeito","satisfazer",21.1758443633715,"satisfeit",18.6075103282928,"satisfeit",2.54810901880264,"sat","sati","satis","satisf","satisfe","satisfei"
"saturado","saturar",21.1768049915632,"satur",18.6083328723907,"satur",2.54822232723236,"sat","satu","satur","satura","saturad","saturado"
"saturação","saturação",21.1778617898623,"satur",18.609147310257,"satur",2.54834874471029,"sat","satu","satur","satura","saturaç","saturaçã"
"satélites","satélite",21.1788140853246,"satélit",18.6099753379822,"satelit",2.54850631157557,"sat","saté","satél","satéli","satélit","satélite"
"saudar","saudar",21.1797661582629,"saud",18.610776424408,"saud",2.54863748947779,"sau","saud","sauda","saudar","saudar","saudar"
"sauditas","saudita",21.1808211088181,"saudit",18.6115851402283,"saudit",2.54881777763367,"sau","saud","saudi","saudit","saudita","sauditas"
"saudoso","saudoso",21.1817723472913,"saudos",18.6124045848846,"saud",2.54917506376902,"sau","saud","saudo","saudos","saudoso","saudoso"
"saunas","sauna",21.1827311118444,"saun",18.6132121086121,"saun",2.5493629693985,"sau","saun","sauna","saunas","saunas","saunas"
"sazonais","sazonar",21.1842738191287,"sazon",18.6146912574768,"sazon",2.54949293931325,"saz","sazo","sazon","sazona","sazonai","sazonais"
"saí","sair",21.1852251450221,"saí",18.6155018806458,"sai",2.54962511857351,"saí","saí","saí","saí","saí","saí"
"saírem","sair",21.1862813353539,"saír",18.6163377761841,"sair",2.54975747664769,"saí","saír","saíre","saírem","saírem","saírem"
"saísse","sair",21.187230916818,"saíss",18.6173088550568,"saiss",2.54990185101827,"saí","saís","saíss","saísse","saísse","saísse"
"saúda","saudar",21.1881830096245,"saúd",18.6181287765503,"saud",2.55004659891129,"saú","saúd","saúda","saúda","saúda","saúda"
"seara","seara",21.1892430226008,"sear",18.6189360618591,"se",2.55019563436508,"sea","sear","seara","seara","seara","seara"
"sebo","sebo",21.1902040203412,"seb",18.6197392940521,"seb",2.55033641258876,"seb","sebo","sebo","sebo","sebo","sebo"
"secagem","secagem",21.1912858605385,"secag",18.6205539703369,"sec",2.55045064687729,"sec","seca","secag","secage","secagem","secagem"
"secam","secar",21.1922529141108,"sec",18.6213524341583,"sec",2.55059043566386,"sec","seca","secam","secam","secam","secam"
"secarem","secar",21.1932323098183,"sec",18.622234582901,"sec",2.55075360536575,"sec","seca","secar","secare","secarem","secarem"
"seccional","seccional",21.1943117022514,"seccional",18.623063325882,"secc",2.55086841583252,"sec","secc","secci","seccio","seccion","secciona"
"seco","secar",21.195282526811,"sec",18.6238641738892,"sec",2.5510152777036,"sec","seco","seco","seco","seco","seco"
"secos","secos",21.1962447166443,"sec",18.6246731281281,"sec",2.5511691013972,"sec","seco","secos","secos","secos","secos"
"secreta","secretar",21.1973030328751,"secret",18.6254851818085,"secret",2.5513175368309,"sec","secr","secre","secret","secreta","secreta"
"secreção","secreção",21.1982695976893,"secreçã",18.6263091564178,"secrec",2.55146065553029,"sec","secr","secre","secreç","secreçã","secreção"
"secreções","secreção",21.1992421547572,"secreçõ",18.6271262168884,"secrec",2.55161416133245,"sec","secr","secre","secreç","secreçõ","secreçõe"
"sectores","sector",21.2003173629443,"sector",18.6279494762421,"sec",2.55174161990484,"sec","sect","secto","sector","sectore","sectores"
"secção","secção",21.2013050953547,"secçã",18.6287631988525,"secc",2.55188836654027,"sec","secç","secçã","secção","secção","secção"
"sediada","sediar",21.202367691199,"sedi",18.6295726299286,"sedi",2.55202221473058,"sed","sedi","sedia","sediad","sediada","sediada"
"sediadas","sediar",21.2033186713854,"sedi",18.6303777694702,"sedi",2.55216223796209,"sed","sedi","sedia","sediad","sediada","sediadas"
"sediou","sediar",21.2042689959208,"sedi",18.6311838626862,"sedi",2.55229618151983,"sed","sedi","sedio","sediou","sediou","sediou"
"sedoso","sedoso",21.2054255565008,"sedos",18.631995677948,"sed",2.5524173617363,"sed","sedo","sedos","sedoso","sedoso","sedoso"
"seduzir","seduzir",21.206393233935,"seduz",18.6328091621399,"seduz",2.55255032380422,"sed","sedu","seduz","seduzi","seduzir","seduzir"
"sefarditas","sefardita",21.2073780020078,"sefardit",18.6337840557098,"sefardit",2.55271549224854,"sef","sefa","sefar","sefard","sefardi","sefardit"
"segmentada","segmentar",21.2084457397461,"segment",18.6346037387848,"segment",2.55284694433212,"seg","segm","segme","segmen","segment","segmenta"
"segmentação","segmentação",21.2093958497047,"segment",18.6354353427887,"segment",2.55296865701675,"seg","segm","segme","segmen","segment","segmenta"
"segredos","segredos",21.2103534062703,"segred",18.6362729072571,"segred",2.55311781962713,"seg","segr","segre","segred","segredo","segredos"
"seguiam","seguir",21.2114331007004,"segu",18.6370816230774,"segu",2.55327982107798,"seg","segu","segui","seguia","seguiam","seguiam"
"seguidora","seguir",21.2124094645182,"seguidor",18.6379137039185,"segu",2.55343690315882,"seg","segu","segui","seguid","seguido","seguidor"
"seguirmos","seguir",21.2134654482206,"segu",18.6387248039246,"segu",2.55360209941864,"seg","segu","segui","seguir","seguirm","seguirmo"
"seguradora","segurar",21.2144254763921,"segur",18.639533996582,"segur",2.55374782880147,"seg","segu","segur","segura","segurad","segurado"
"segurou","segurar",21.2158611814181,"segur",18.6410348415375,"segur",2.55389991601308,"seg","segu","segur","seguro","segurou","segurou"
"seio","seio",21.2170201182365,"sei",18.6418418884277,"sei",2.554061516126,"sei","seio","seio","seio","seio","seio"
"seitas","seitar",21.2179743170738,"seit",18.6426467895508,"seit",2.55422749519348,"sei","seit","seita","seitas","seitas","seitas"
"selaram","selar",21.2189266681671,"sel",18.643449306488,"sel",2.55437394777934,"sel","sela","selar","selara","selaram","selaram"
"selecionada","selecionar",21.2199812293053,"selecion",18.6442725658417,"selecion",2.55451486508052,"sel","sele","selec","seleci","selecio","selecion"
"selecionado","selecionar",21.2209348162015,"selecion",18.6450850963593,"selecion",2.55463850100835,"sel","sele","selec","seleci","selecio","selecion"
"seleções","seleção",21.2225079894066,"seleçõ",18.6465437412262,"selec",2.55479666392008,"sel","sele","seleç","seleçõ","seleçõe","seleções"
"selou","selar",21.2234749277433,"sel",18.6473495960236,"sel",2.55497630437215,"sel","selo","selou","selou","selou","selou"
"selva","selva",21.2244301954905,"selv",18.6481761932373,"selv",2.55513130029043,"sel","selv","selva","selva","selva","selva"
"selvagem","selvagem",21.2254819393158,"selvag",18.6489977836609,"selv",2.55526101191839,"sel","selv","selva","selvag","selvage","selvagem"
"semeadas","semear",21.2264354070028,"sem",18.6498091220856,"seme",2.55563758611679,"sem","seme","semea","semead","semeada","semeadas"
"semente","sementar",21.227489165465,"sement",18.6507880687714,"sement",2.55578088363012,"sem","seme","semen","sement","semente","semente"
"sementinha","sementinha",21.2284415443738,"sementinh",18.6516134738922,"sement",2.55593381722768,"sem","seme","semen","sement","sementi","sementin"
"semestrais","semestral",21.2293932874997,"semestr",18.6524410247803,"semestr",2.55605838696162,"sem","seme","semes","semest","semestr","semestra"
"semestral","semestral",21.2304477850596,"semestral",18.6532583236694,"semestr",2.5561785419782,"sem","seme","semes","semest","semestr","semestra"
"semi","semi",21.2313976009687,"sem",18.6541118621826,"sem",2.55631633599599,"sem","semi","semi","semi","semi","semi"
"semiaberto","aberto",21.2323513309161,"semiabert",18.6549646854401,"semiabert",2.55645632743835,"sem","semi","semia","semiab","semiabe","semiaber"
"seminarista","seminário",21.2334085226059,"seminar",18.6559700965881,"seminar",2.55658545891444,"sem","semi","semin","semina","seminar","seminari"
"seminaristas","seminário",21.2343611200651,"seminar",18.6567938327789,"seminar",2.55672668218613,"sem","semi","semin","semina","seminar","seminari"
"sensibilizar","sensibilizar",21.2353124539057,"sensibiliz",18.6576113700867,"sensibil",2.55685652097066,"sen","sens","sensi","sensib","sensibi","sensibil"
"sensibilização","sensibilização",21.236371632417,"sensibiliz",18.6584365367889,"sensibil",2.55697356065114,"sen","sens","sensi","sensib","sensibi","sensibil"
"sensor","sensor",21.237327961127,"sensor",18.6592681407928,"sensor",2.55711503426234,"sen","sens","senso","sensor","sensor","sensor"
"senta","sentir",21.2383896827698,"sent",18.6601240634918,"sent",2.55726241270701,"sen","sent","senta","senta","senta","senta"
"sentar","sentar",21.2393482804298,"sent",18.6609282493591,"sent",2.55740280548731,"sen","sent","senta","sentar","sentar","sentar"
"sentaram","sentar",21.2403028210004,"sent",18.6617434024811,"sent",2.55753822724024,"sen","sent","senta","sentar","sentara","sentaram"
"sentavam","sentar",21.241360716025,"sent",18.6625459194183,"sent",2.55767204761505,"sen","sent","senta","sentav","sentava","sentavam"
"sentenças","sentença",21.2423115293185,"sentenc",18.6633644104004,"sentenc",2.55782930453618,"sen","sent","sente","senten","sentenç","sentença"
"sentiam","sentir",21.243264913559,"sent",18.6642186641693,"sent",2.55797361930211,"sen","sent","senti","sentia","sentiam","sentiam"
"sentiram","sentir",21.244320277373,"sent",18.6650288105011,"sent",2.55811215639114,"sen","sent","senti","sentir","sentira","sentiram"
"sentires","sentir",21.2452707211177,"sent",18.6658527851105,"sent",2.55825516382853,"sen","sent","senti","sentir","sentire","sentires"
"sentirá","sentir",21.2462227622668,"sent",18.666671037674,"sent",2.55838987827301,"sen","sent","senti","sentir","sentirá","sentirá"
"sento","sentar",21.2472790082296,"sent",18.667637348175,"sent",2.55853814681371,"sen","sent","sento","sento","sento","sento"
"separa","separar",21.248249689738,"sep",18.6684608459473,"sep",2.55868442853292,"sep","sepa","separ","separa","separa","separa"
"separada","separar",21.2493135174116,"separ",18.6692771911621,"separ",2.55882577896118,"sep","sepa","separ","separa","separad","separada"
"separadamente","separar",21.2502656579018,"separ",18.6707167625427,"separad",2.55897326469421,"sep","sepa","separ","separa","separad","separada"
"separado","separar",21.2512197653453,"separ",18.6715445518494,"separ",2.55911595026652,"sep","sepa","separ","separa","separad","separado"
"separar","separar",21.2522745688756,"separ",18.672548532486,"separ",2.55925769805908,"sep","sepa","separ","separa","separar","separar"
"separaram","separar",21.2532302657763,"separ",18.6733658313751,"separ",2.55938723882039,"sep","sepa","separ","separa","separar","separara"
"separarem","separar",21.2542022983233,"separ",18.6742172241211,"separ",2.55951806704203,"sep","sepa","separ","separa","separar","separare"
"separatismos","separata",21.2552816708883,"separat",18.6750459671021,"separat",2.55965486367544,"sep","sepa","separ","separa","separat","separati"
"separatistas","separata",21.2562573830287,"separat",18.6758778095245,"separat",2.55979680220286,"sep","sepa","separ","separa","separat","separati"
"separou","separar",21.2572305162748,"separ",18.6766991615295,"separ",2.55992926756541,"sep","sepa","separ","separo","separou","separou"
"seque","secar",21.2582974354426,"sequ",18.6775088310242,"sequ",2.56006736755371,"seq","sequ","seque","seque","seque","seque"
"sequem","secar",21.2592726588249,"sequ",18.6783227920532,"sequ",2.56020792325338,"seq","sequ","seque","sequem","sequem","sequem"
"sequenciadas","sequenciar",21.2603496988614,"sequenc",18.6791496276855,"sequenci",2.56035109758377,"seq","sequ","seque","sequen","sequenc","sequenci"
"sequenciamento","sequenciar",21.2613217870394,"sequenc",18.6799685955048,"sequenc",2.5604732910792,"seq","sequ","seque","sequen","sequenc","sequenci"
"sequestrando","sequestrar",21.2622925480207,"sequestr",18.6807975769043,"sequestr",2.5606100320816,"seq","sequ","seque","seques","sequest","sequestr"
"serena","serenar",21.2638648271561,"seren",18.6900033950806,"seren",2.56076168616613,"ser","sere","seren","serena","serena","serena"
"serenos","serenos",21.264825463295,"seren",18.6908478736877,"seren",2.5609211842219,"ser","sere","seren","sereno","serenos","serenos"
"seringais","seringar",21.2658889492353,"sering",18.691666841507,"sering",2.56105089584986,"ser","seri","serin","sering","seringa","seringai"
"seringas","seringar",21.2668613274892,"sering",18.6925027370453,"sering",2.56120926141739,"ser","seri","serin","sering","seringa","seringas"
"serpente","serpentar",21.2678403615952,"serpent",18.6933217048645,"serp",2.56133044958115,"ser","serp","serpe","serpen","serpent","serpente"
"serrana","serrano",21.26899497509,"serran",18.6941347122192,"serr",2.56146723429362,"ser","serr","serra","serran","serrana","serrana"
