"news_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"chega","chegar",27.0739102363586,"cheg",0.414361953735352,"cheg",3.51140713691711,"che","cheg","chega","chega","chega","chega"
"comunicação","comunicação",27.1456680297852,"comunic",0.415235280990601,"comunic",3.51962280273438,"com","comu","comun","comuni","comunic","comunica"
"comunidade","comum",27.2073283195496,"comun",0.416108131408691,"comunidad",3.52810430526733,"com","comu","comun","comuni","comunid","comunida"
"consumo","consumar",27.2708098888397,"consum",0.416957378387451,"consum",3.53636980056763,"con","cons","consu","consum","consumo","consumo"
"contrário","contrário",27.3387353420258,"contrári",0.417803287506104,"contr",3.54310536384583,"con","cont","contr","contrá","contrár","contrári"
"críticas","crítico",27.3995923995972,"crític",0.418642044067383,"crit",3.55363297462463,"crí","crít","críti","crític","crítica","críticas"
"deixa","deixar",27.4623603820801,"deix",0.419471502304077,"deix",3.56255221366882,"dei","deix","deixa","deixa","deixa","deixa"
"deputados","deputar",27.529536485672,"deput",0.420311689376831,"deput",3.57017350196838,"dep","depu","deput","deputa","deputad","deputado"
"destaca","tacar",27.5913188457489,"destac",0.421153545379639,"destac",3.57873201370239,"des","dest","desta","destac","destaca","destaca"
"detalhes","detalhar",27.6536793708801,"detalh",0.421992778778076,"detalh",3.58821606636047,"det","deta","detal","detalh","detalhe","detalhes"
"diretor","diretor",27.7216227054596,"diretor",0.422837018966675,"dire",3.59525227546692,"dir","dire","diret","direto","diretor","diretor"
"distribuição","distribuição",27.782484292984,"distribuiçã",0.423708915710449,"distribu",3.60244226455688,"dis","dist","distr","distri","distrib","distribu"
"existem","existir",27.8502352237701,"exist",0.424567937850952,"exist",3.6100926399231,"exi","exis","exist","existe","existem","existem"
"feitos","fazer",27.9108617305756,"feit",0.425403594970703,"feit",3.61947870254517,"fei","feit","feito","feitos","feitos","feitos"
"feliz","feliz",27.9727835655212,"feliz",0.426246166229248,"feliz",3.62762451171875,"fel","feli","feliz","feliz","feliz","feliz"
"festa","festar",28.0412909984589,"fest",0.427123546600342,"fest",3.63633561134338,"fes","fest","festa","festa","festa","festa"
"humanos","humano",28.101811170578,"human",0.428152561187744,"human",3.6451780796051,"hum","huma","human","humano","humanos","humanos"
"logo","logar",28.1638605594635,"log",0.429038286209106,"log",3.65392875671387,"log","logo","logo","logo","logo","logo"
"milhão","milhão",28.230140209198,"milhã",0.429920434951782,"milha",3.66246724128723,"mil","milh","milhã","milhão","milhão","milhão"
"ocorreu","ocorrer",28.2918248176575,"ocorr",0.430765628814697,"ocorr",3.67032980918884,"oco","ocor","ocorr","ocorre","ocorreu","ocorreu"
"previsão","visão",28.3537352085114,"previsã",0.431613445281982,"previs",3.67852282524109,"pre","prev","previ","previs","previsã","previsão"
"reais","real",28.4212415218353,"rea",0.432472467422485,"real",3.6878342628479,"rea","reai","reais","reais","reais","reais"
"reforma","formar",28.4848816394806,"reform",0.433359861373901,"reform",3.69672751426697,"ref","refo","refor","reform","reforma","reforma"
"sabe","saber",28.5517935752869,"sab",0.434213876724243,"sab",3.7049765586853,"sab","sabe","sabe","sabe","sabe","sabe"
"saída","sair",28.6130139827728,"saíd",0.43510890007019,"said",3.71379637718201,"saí","saíd","saída","saída","saída","saída"
"vendas","vender",28.6782975196838,"vend",0.435986042022705,"vend",3.72357821464539,"ven","vend","venda","vendas","vendas","vendas"
"brasileiro","brasileiro",28.747011423111,"brasileir",0.436842679977417,"brasil",3.73057270050049,"bra","bras","brasi","brasil","brasile","brasilei"
"campeonato","campeonato",28.840606212616,"campeonat",0.438423871994019,"campeonat",3.73878979682922,"cam","camp","campe","campeo","campeon","campeona"
"carnaval","carnaval",28.9070434570312,"carnaval",0.439280271530151,"carnav",3.74566149711609,"car","carn","carna","carnav","carnava","carnaval"
"caso","casar",28.9697296619415,"cas",0.440135478973389,"cas",3.75434112548828,"cas","caso","caso","caso","caso","caso"
"copa","copo",29.029993057251,"cop",0.440998077392578,"cop",3.76324391365051,"cop","copa","copa","copa","copa","copa"
"enquanto","enquanto",29.0971357822418,"enquant",0.441865921020508,"enquant",3.77149415016174,"enq","enqu","enqua","enquan","enquant","enquanto"
"francisco","francisco",29.190509557724,"francisc",0.443422317504883,"francisc",3.77988886833191,"fra","fran","franc","franci","francis","francisc"
"grosso","grosso",29.2903327941895,"gross",0.444944381713867,"gross",3.7886757850647,"gro","gros","gross","grosso","grosso","grosso"
"salvador","salvar",29.3504858016968,"salvador",0.445787668228149,"salv",3.79642248153687,"sal","salv","salva","salvad","salvado","salvador"
"assumiu","assumir",29.4107818603516,"assum",0.4466392993927,"assum",3.80646800994873,"ass","assu","assum","assumi","assumiu","assumiu"
"atletas","atleta",29.4784767627716,"atlet",0.447462320327759,"atlet",3.8161780834198,"atl","atle","atlet","atleta","atletas","atletas"
"banco","bancar",29.5399990081787,"banc",0.448308706283569,"banc",3.82490134239197,"ban","banc","banco","banco","banco","banco"
"cargos","cargos",29.6011347770691,"carg",0.449160099029541,"carg",3.85297465324402,"car","carg","cargo","cargos","cargos","cargos"
"começaram","começar",29.6674411296844,"comec",0.450017690658569,"comec",3.86103320121765,"com","come","começ","começa","começar","começara"
"conjunto","conjuntar",29.7280807495117,"conjunt",0.450864315032959,"conjunt",3.86939978599548,"con","conj","conju","conjun","conjunt","conjunto"
"criança","crianço",29.7958972454071,"crianc",0.451738834381104,"crianc",3.87785768508911,"cri","cria","crian","crianç","criança","criança"
"crédito","crédito",29.8571772575378,"crédit",0.452605247497559,"credit",3.88648509979248,"cré","créd","crédi","crédit","crédito","crédito"
"cuidados","cuidar",29.9226715564728,"cuid",0.453436851501465,"cuid",3.89445614814758,"cui","cuid","cuida","cuidad","cuidado","cuidados"
"efeito","efeito",29.9920382499695,"efeit",0.454266309738159,"efeit",3.90269112586975,"efe","efei","efeit","efeito","efeito","efeito"
"estaduais","estadual",30.0562670230865,"estadu",0.455099582672119,"estad",3.91009068489075,"est","esta","estad","estadu","estadua","estaduai"
"experiência","experiência",30.1182467937469,"experient",0.455947399139404,"experi",3.91782474517822,"exp","expe","exper","experi","experiê","experiên"
"familiares","familiar",30.185546875,"famili",0.456785440444946,"famili",3.92663812637329,"fam","fami","famil","famili","familia","familiar"
"feitas","fazer",30.2459998130798,"feit",0.457610845565796,"feit",3.93585181236267,"fei","feit","feita","feitas","feitas","feitas"
"fiscal","fiscal",30.3069586753845,"fiscal",0.458437442779541,"fiscal",3.94357061386108,"fis","fisc","fisca","fiscal","fiscal","fiscal"
"fogo","fogo",30.3729639053345,"fog",0.459264993667603,"fog",3.95242023468018,"fog","fogo","fogo","fogo","fogo","fogo"
"força","forçar",30.4337449073792,"forc",0.460152387619019,"forc",3.96145987510681,"for","forç","força","força","força","força"
"forças","forçar",30.5035817623138,"forc",0.461251735687256,"forc",3.97089529037476,"for","forç","força","forças","forças","forças"
"geral","geral",30.5643217563629,"geral",0.462116003036499,"geral",3.97870063781738,"ger","gera","geral","geral","geral","geral"
"indígenas","indígeno",30.6248230934143,"indígen",0.462969064712524,"indigen",3.98910689353943,"ind","indí","indíg","indíge","indígen","indígena"
"jogadores","jogar",30.6943826675415,"jogador",0.463818550109863,"jog",3.99691987037659,"jog","joga","jogad","jogado","jogador","jogadore"
"lembrar","lembrar",30.7564258575439,"lembr",0.464678049087524,"lembr",4.00522422790527,"lem","lemb","lembr","lembra","lembrar","lembrar"
"liderança","liderança",30.8188290596008,"lideranc",0.465542554855347,"lideranc",4.0148344039917,"lid","lide","lider","lidera","lideran","lideranç"
"manutenção","manutenção",30.9550800323486,"manutençã",0.466426372528076,"manutenc",4.0238208770752,"man","manu","manut","manute","manuten","manutenç"
"militares","militar",31.0138022899628,"milit",0.467354297637939,"milit",4.03270244598389,"mil","mili","milit","milita","militar","militare"
"mão","mão",31.0771536827087,"mã",0.468291044235229,"mao",4.04091215133667,"mão","mão","mão","mão","mão","mão"
"pagar","pagar",31.1448886394501,"pag",0.469201564788818,"pag",4.05024361610413,"pag","paga","pagar","pagar","pagar","pagar"
"parceria","parceria",31.2056753635406,"parc",0.470053672790527,"parc",4.0592360496521,"par","parc","parce","parcer","parceri","parceria"
"perfil","perfil",31.272057056427,"perfil",0.470927238464355,"perfil",4.06726026535034,"per","perf","perfi","perfil","perfil","perfil"
"pessoal","pessoal",31.3332409858704,"pessoal",0.47180700302124,"pessoal",4.07506394386292,"pes","pess","pesso","pessoa","pessoal","pessoal"
"políticos","político",31.393134355545,"polít",0.472691297531128,"polit",4.08298897743225,"pol","polí","polít","políti","polític","político"
"possam","poder",31.4582569599152,"poss",0.473549127578735,"poss",4.09109425544739,"pos","poss","possa","possam","possam","possam"
"produto","duto",31.5186929702759,"produt",0.474402666091919,"produt",4.09948062896729,"pro","prod","produ","produt","produto","produto"
"protocolos","colos",31.5792443752289,"protocol",0.47525691986084,"protocol",4.10842204093933,"pro","prot","proto","protoc","protoco","protocol"
"sessão","sessão",31.6440212726593,"sessã",0.476135015487671,"sess",4.11695718765259,"ses","sess","sessã","sessão","sessão","sessão"
"sim","sim",31.7041389942169,"sim",0.476984262466431,"sim",4.12518072128296,"sim","sim","sim","sim","sim","sim"
"sofreu","sofrer",31.7655739784241,"sofr",0.477862358093262,"sofr",4.13342952728271,"sof","sofr","sofre","sofreu","sofreu","sofreu"
"suspeita","suspeitar",31.8340935707092,"suspeit",0.478733777999878,"suspeit",4.14240550994873,"sus","susp","suspe","suspei","suspeit","suspeita"
"tema","temer",31.8936712741852,"tem",0.479627847671509,"tem",4.15087246894836,"tem","tema","tema","tema","tema","tema"
"virtual","virtual",31.9542319774628,"virtual",0.480518579483032,"virtual",4.15961098670959,"vir","virt","virtu","virtua","virtual","virtual"
"viver","viver",32.0206716060638,"viv",0.481365442276001,"viv",4.16805696487427,"viv","vive","viver","viver","viver","viver"
"vivo","vivar",32.0801191329956,"viv",0.482193470001221,"viv",4.19562077522278,"viv","vivo","vivo","vivo","vivo","vivo"
"votação","votação",32.1448621749878,"votaçã",0.483063459396362,"vot",4.20277881622314,"vot","vota","votaç","votaçã","votação","votação"
"brasília","brasílio",32.2037436962128,"brasíl",0.483951091766357,"brasil",4.21114277839661,"bra","bras","brasí","brasíl","brasíli","brasília"
"economia","economia",32.2647607326508,"econom",0.484825611114502,"econom",4.22034454345703,"eco","econ","econo","econom","economi","economia"
"globo","globo",32.3323638439178,"glob",0.485679388046265,"glob",4.22891402244568,"glo","glob","globo","globo","globo","globo"
"jorge","jorge",32.3935770988464,"jorg",0.486509084701538,"jorg",4.23726654052734,"jor","jorg","jorge","jorge","jorge","jorge"
"mato","matar",32.4538090229034,"mat",0.487346172332764,"mat",4.24545860290527,"mat","mato","mato","mato","mato","mato"
"social","social",32.5209271907806,"social",0.488195419311523,"soc",4.25275278091431,"soc","soci","socia","social","social","social"
"abertura","aberturar",32.5825145244598,"abertur",0.489041805267334,"abert",4.26036620140076,"abe","aber","abert","abertu","abertur","abertura"
"alguma","algum",32.6444249153137,"algum",0.48990273475647,"algum",4.26913475990295,"alg","algu","algum","alguma","alguma","alguma"
"alguém","alguém",32.712518453598,"alguém",0.490773439407349,"alguem",4.27703642845154,"alg","algu","algué","alguém","alguém","alguém"
"aponta","apontar",32.7744522094727,"apont",0.49164867401123,"apont",4.28618669509888,"apo","apon","apont","aponta","aponta","aponta"
"buscar","buscar",32.8368718624115,"busc",0.492584228515625,"busc",4.29426622390747,"bus","busc","busca","buscar","buscar","buscar"
"caiu","cair",32.9016406536102,"caiu",0.493429660797119,"caiu",4.30323004722595,"cai","caiu","caiu","caiu","caiu","caiu"
"cantora","cantor",32.9623758792877,"cantor",0.494668006896973,"can",4.31089377403259,"can","cant","canto","cantor","cantora","cantora"
"carga","cargar",33.0301294326782,"carg",0.495596647262573,"carg",4.32004141807556,"car","carg","carga","carga","carga","carga"
"casas","casar",33.0892000198364,"cas",0.496520757675171,"cas",4.32976150512695,"cas","casa","casas","casas","casas","casas"
"colocar","locar",33.1491496562958,"coloc",0.497384548187256,"coloc",4.33763122558594,"col","colo","coloc","coloca","colocar","colocar"
"começar","começar",33.2174217700958,"comec",0.498248815536499,"comec",4.34536147117615,"com","come","começ","começa","começar","começar"
"contas","conto",33.2778944969177,"cont",0.499091863632202,"cont",4.3554539680481,"con","cont","conta","contas","contas","contas"
"cursos","curso",33.3386428356171,"curs",0.499957799911499,"curs",4.36474108695984,"cur","curs","curso","cursos","cursos","cursos"
"discussão","discussão",33.4107966423035,"discussã",0.500835657119751,"discuss",4.37310719490051,"dis","disc","discu","discus","discuss","discussã"
"disposição","disposição",33.471001625061,"disposiçã",0.501818180084229,"dispos",4.38050699234009,"dis","disp","dispo","dispos","disposi","disposiç"
"distância","distância",33.5330407619476,"distânc",0.502719402313232,"dist",4.3883593082428,"dis","dist","distâ","distân","distânc","distânci"
"divulgado","divulgar",33.5987751483917,"divulg",0.509639978408813,"divulg",4.39551591873169,"div","divu","divul","divulg","divulga","divulgad"
"divulgados","divulgar",33.6642732620239,"divulg",0.510590553283691,"divulg",4.40326142311096,"div","divu","divul","divulg","divulga","divulgad"
"edição","edição",33.7334370613098,"ediçã",0.511516332626343,"edic",4.41129612922668,"edi","ediç","ediçã","edição","edição","edição"
"efeitos","efeito",33.7943058013916,"efeit",0.512472629547119,"efeit",4.42064571380615,"efe","efei","efeit","efeito","efeitos","efeitos"
"expectativa","expectativa",33.8566637039185,"expect",0.513403415679932,"expect",4.42877745628357,"exp","expe","expec","expect","expecta","expectat"
"formação","formação",33.9248414039612,"formaçã",0.514313220977783,"form",4.43608784675598,"for","form","forma","formaç","formaçã","formação"
"gols","gols",33.9842202663422,"gols",0.515171051025391,"gol",4.44455599784851,"gol","gols","gols","gols","gols","gols"
"impactos","impactos",34.0443069934845,"impact",0.516035079956055,"impact",4.45412087440491,"imp","impa","impac","impact","impacto","impactos"
"inicial","inicial",34.1118316650391,"inicial",0.516900539398193,"inic",4.46133613586426,"ini","inic","inici","inicia","inicial","inicial"
"interesse","interessar",34.1737775802612,"inter",0.51774263381958,"inter",4.46945333480835,"int","inte","inter","intere","interes","interess"
"jornal","jornal",34.2359759807587,"jornal",0.518579244613647,"jorn",4.47623682022095,"jor","jorn","jorna","jornal","jornal","jornal"
"levado","levar",34.3013052940369,"lev",0.519405603408813,"lev",4.48358511924744,"lev","leva","levad","levado","levado","levado"
"metros","metro",34.3637728691101,"metr",0.520253658294678,"metr",4.49306511878967,"met","metr","metro","metros","metros","metros"
"mostrar","mostrar",34.4326505661011,"mostr",0.521088838577271,"mostr",4.50099897384644,"mos","most","mostr","mostra","mostrar","mostrar"
"mudanças","mudança",34.49494099617,"mudanc",0.521928787231445,"mudanc",4.51039433479309,"mud","muda","mudan","mudanç","mudança","mudanças"
"máximo","máximo",34.5576992034912,"máxim",0.522772550582886,"max",4.53718018531799,"máx","máxi","máxim","máximo","máximo","máximo"
"notícia","notícia",34.6314377784729,"notíc",0.523628950119019,"notic",4.5458710193634,"not","notí","notíc","notíci","notícia","notícia"
"perder","perder",34.6982300281525,"perd",0.5245041847229,"perd",4.5561408996582,"per","perd","perde","perder","perder","perder"
"perdeu","perder",34.7624101638794,"perd",0.525341510772705,"perd",4.56419134140015,"per","perd","perde","perdeu","perdeu","perdeu"
"povo","povo",34.8320827484131,"pov",0.526191473007202,"pov",4.57244229316711,"pov","povo","povo","povo","povo","povo"
"precisamos","precisar",34.8946394920349,"precis",0.527030944824219,"precis",4.58096718788147,"pre","prec","preci","precis","precisa","precisam"
"prevista","previsto",34.9578659534454,"previst",0.52819561958313,"prev",4.5888888835907,"pre","prev","previ","previs","previst","prevista"
"preço","preço",35.0257349014282,"prec",0.529189825057983,"prec",4.59730863571167,"pre","preç","preço","preço","preço","preço"
"propostas","propor",35.0878655910492,"propost",0.530145883560181,"propost",4.60667896270752,"pro","prop","propo","propos","propost","proposta"
"referência","referência",35.150398015976,"referent",0.531088829040527,"refer",4.61425471305847,"ref","refe","refer","referê","referên","referênc"
"sede","ser",35.2198860645294,"sed",0.531970262527466,"sed",4.62281918525696,"sed","sede","sede","sede","sede","sede"
"somente","som",35.2851629257202,"soment",0.532840013504028,"soment",4.63107752799988,"som","some","somen","soment","somente","somente"
"traz","trazer",35.3547940254211,"traz",0.533701181411743,"traz",4.63919997215271,"tra","traz","traz","traz","traz","traz"
"usar","usar",35.4156107902527,"usar",0.53455662727356,"us",4.64675831794739,"usa","usar","usar","usar","usar","usar"
"vista","vestir",35.4766607284546,"vist",0.535455703735352,"vist",4.65511536598206,"vis","vist","vista","vista","vista","vista"
"vídeos","vídeo",35.5436546802521,"víd",0.536356925964355,"vide",4.66435742378235,"víd","víde","vídeo","vídeos","vídeos","vídeos"
"índice","índice",35.606552362442,"índic",0.537214994430542,"indic",4.67283844947815,"índ","índi","índic","índice","índice","índice"
"ônibus","ônibus",35.6748178005219,"ônibus",0.53806209564209,"onibu",4.68130159378052,"ôni","ônib","ônibu","ônibus","ônibus","ônibus"
"acre","acre",35.7449126243591,"acre",0.538912057876587,"acr",4.6899561882019,"acr","acre","acre","acre","acre","acre"
"administração","administração",35.8083777427673,"administr",0.539781808853149,"administr",4.69740724563599,"adm","admi","admin","admini","adminis","administ"
"bolsa","bolsar",35.8690955638885,"bols",0.540655612945557,"bols",4.70594930648804,"bol","bols","bolsa","bolsa","bolsa","bolsa"
"brasileira","brasileiro",35.939465045929,"brasileir",0.541527271270752,"brasil",4.71357178688049,"bra","bras","brasi","brasil","brasile","brasilei"
"campo","campar",36.0069544315338,"camp",0.542382001876831,"camp",4.72201204299927,"cam","camp","campo","campo","campo","campo"
"dias","dia",36.0786819458008,"dias",0.543275833129883,"dia",4.73110628128052,"dia","dias","dias","dias","dias","dias"
"luís","luís",36.1454968452454,"luís",0.54413104057312,"lui",4.7401385307312,"luí","luís","luís","luís","luís","luís"
"outro","outro",36.2156043052673,"outr",0.544965505599976,"outr",4.74851417541504,"out","outr","outro","outro","outro","outro"
"paraná","paraná",36.2862293720245,"paran",0.545796871185303,"paran",4.75666642189026,"par","para","paran","paraná","paraná","paraná"
"avanço","avançar",36.349292755127,"avanc",0.546655416488647,"avanc",4.76540207862854,"ava","avan","avanç","avanço","avanço","avanço"
"baixo","baixar",36.4198348522186,"baix",0.547480344772339,"baix",4.77400636672974,"bai","baix","baixo","baixo","baixo","baixo"
"centro","centrar",36.4968545436859,"centr",0.548358678817749,"centr",4.7820770740509,"cen","cent","centr","centro","centro","centro"
"cidadãos","cidadão",36.5642273426056,"cidadã",0.549204349517822,"cidad",4.79165387153625,"cid","cida","cidad","cidadã","cidadão","cidadãos"
"completou","completar",36.6334631443024,"complet",0.55005955696106,"complet",4.80090403556824,"com","comp","compl","comple","complet","completo"
"conhecido","conhecer",36.7051136493683,"conhec",0.550909519195557,"conhec",4.80835509300232,"con","conh","conhe","conhec","conheci","conhecid"
"continua","continuar",36.766190290451,"continu",0.551782846450806,"continu",4.81727957725525,"con","cont","conti","contin","continu","continua"
"decreto","decretar",36.8283264636993,"decret",0.552643299102783,"decret",4.82587623596191,"dec","decr","decre","decret","decreto","decreto"
"diagnóstico","diagnóstico",36.8942694664001,"diagnóst",0.553480625152588,"diagnost",4.83281254768372,"dia","diag","diagn","diagnó","diagnós","diagnóst"
"disponível","disponível",36.9565815925598,"dispon",0.554319858551025,"dispon",4.84025406837463,"dis","disp","dispo","dispon","disponí","disponív"
"eleitoral","eleitoral",37.0239355564117,"eleitoral",0.555164337158203,"eleitor",4.84792685508728,"ele","elei","eleit","eleito","eleitor","eleitora"
"escolher","escolher",37.0834560394287,"escolh",0.556015253067017,"escolh",4.85587787628174,"esc","esco","escol","escolh","escolhe","escolher"
"etapa","etapa",37.1436297893524,"etap",0.556886196136475,"etap",4.8836350440979,"eta","etap","etapa","etapa","etapa","etapa"
"ganhou","ganhar",37.2104384899139,"ganh",0.557772159576416,"ganh",4.89145851135254,"gan","ganh","ganho","ganhou","ganhou","ganhou"
"geração","geração",37.2716813087463,"geraçã",0.558632373809814,"ger",4.89899253845215,"ger","gera","geraç","geraçã","geração","geração"
"gosta","gostar",37.3329887390137,"gost",0.559461832046509,"gost",4.90816688537598,"gos","gost","gosta","gosta","gosta","gosta"
"governos","governo",37.3989374637604,"govern",0.560327768325806,"govern",4.91712355613708,"gov","gove","gover","govern","governo","governos"
"idosos","idoso",37.4627602100372,"idos",0.561332702636719,"idos",4.92590665817261,"ido","idos","idoso","idosos","idosos","idosos"
"imagens","imagem",37.525318145752,"imagens",0.562363386154175,"imag",4.93476533889771,"ima","imag","image","imagen","imagens","imagens"
"indústria","indústrio",37.5910797119141,"indústr",0.56335973739624,"industr",4.94322085380554,"ind","indú","indús","indúst","indústr","indústri"
"lançamento","lançar",37.6529228687286,"lançament",0.564313650131226,"lanc",4.9502649307251,"lan","lanç","lança","lançam","lançame","lançamen"
"luta","luto",37.7206621170044,"lut",0.565188884735107,"lut",4.95926666259766,"lut","luta","luta","luta","luta","luta"
"mensagem","mensagem",37.7876601219177,"mensag",0.566051006317139,"mens",4.96616315841675,"men","mens","mensa","mensag","mensage","mensagem"
"missão","missão",37.8592574596405,"missã",0.566920757293701,"miss",4.97494101524353,"mis","miss","missã","missão","missão","missão"
"médio","médio",37.9258892536163,"médi",0.567768812179565,"medi",4.98352670669556,"méd","médi","médio","médio","médio","médio"
"passando","passar",37.9872229099274,"pass",0.568678140640259,"pass",4.99124312400818,"pas","pass","passa","passan","passand","passando"
"postos","por",38.0493612289429,"post",0.569573402404785,"post",5.00030422210693,"pos","post","posto","postos","postos","postos"
"potencial","potencial",38.1169672012329,"potencial",0.57044506072998,"potenc",5.00764870643616,"pot","pote","poten","potenc","potenci","potencia"
"preso","presar",38.1796367168427,"pres",0.571286916732788,"pres",5.01613807678223,"pre","pres","preso","preso","preso","preso"
"previsto","vestir",38.2420268058777,"previst",0.572150230407715,"previst",5.02434062957764,"pre","prev","previ","previs","previst","previsto"
"prevê","prever",38.3105356693268,"prev",0.572996854782104,"prev",5.03291463851929,"pre","prev","prevê","prevê","prevê","prevê"
"publicado","publicar",38.3726537227631,"public",0.573840618133545,"public",5.04047584533691,"pub","publ","publi","public","publica","publicad"
"realmente","real",38.4418368339539,"realment",0.574692249298096,"real",5.04918479919434,"rea","real","realm","realme","realmen","realment"
"registrados","registrar",38.5042598247528,"registr",0.57555079460144,"registr",5.05806541442871,"reg","regi","regis","regist","registr","registra"
"revelou","velar",38.5667400360107,"revel",0.57640814781189,"revel",5.06624817848206,"rev","reve","revel","revelo","revelou","revelou"
"rotina","rotina",38.6339404582977,"rotin",0.57729172706604,"rotin",5.07597708702087,"rot","roti","rotin","rotina","rotina","rotina"
"sala","salo",38.6947395801544,"sal",0.578122615814209,"sal",5.08500576019287,"sal","sala","sala","sala","sala","sala"
"sequência","sequência",38.7563273906708,"sequênc",0.57896089553833,"sequ",5.09231686592102,"seq","sequ","sequê","sequên","sequênc","sequênci"
"servidores","servir",38.8240869045258,"servidor",0.579816341400146,"serv",5.1002836227417,"ser","serv","servi","servid","servido","servidor"
"significa","significar",38.8861131668091,"signif",0.580722808837891,"signif",5.10839366912842,"sig","sign","signi","signif","signifi","signific"
"usando","usar",38.9497103691101,"usand",0.581590890884399,"us",5.11634087562561,"usa","usan","usand","usando","usando","usando"
"veio","vir",39.0193467140198,"vei",0.582437992095947,"vei",5.12532615661621,"vei","veio","veio","veio","veio","veio"
"viu","ver",39.0850553512573,"viu",0.583292245864868,"viu",5.1335141658783,"viu","viu","viu","viu","viu","viu"
"álcool","álcool",39.1654901504517,"álcool",0.584143400192261,"alcool",5.14144372940063,"álc","álco","álcoo","álcool","álcool","álcool"
"ana","no",39.304283618927,"ana",0.586328983306885,"ana",5.150226354599,"ana","ana","ana","ana","ana","ana"
"antes","antar",39.3719942569733,"antes",0.587173700332642,"ant",5.15948724746704,"ant","ante","antes","antes","antes","antes"
"bruno","brunir",39.432234287262,"brun",0.588016748428345,"brun",5.16792702674866,"bru","brun","bruno","bruno","bruno","bruno"
"frança","frança",39.5250236988068,"franc",0.589494943618774,"franc",5.17722272872925,"fra","fran","franç","frança","frança","frança"
"guedes","guede",39.5915143489838,"gued",0.59034252166748,"gued",5.1862370967865,"gue","gued","guede","guedes","guedes","guedes"
"oliveira","oliveira",39.6544001102448,"oliveir",0.591227531433105,"oliv",5.19399452209473,"oli","oliv","olive","olivei","oliveir","oliveira"
"segurança","segurança",39.7230885028839,"seguranc",0.592133522033691,"seguranc",5.20335292816162,"seg","segu","segur","segura","seguran","seguranç"
"aberto","aberto",39.8187699317932,"abert",0.59369158744812,"abert",5.27556753158569,"abe","aber","abert","aberto","aberto","aberto"
"apresenta","apresentar",39.8813753128052,"apresent",0.594646692276001,"apresent",5.28430914878845,"apr","apre","apres","aprese","apresen","apresent"
"atualmente","atual",39.9503650665283,"atual",0.595785856246948,"atual",5.29267263412476,"atu","atua","atual","atualm","atualme","atualmen"
"aumentar","aumentar",40.0132975578308,"aument",0.596853256225586,"aument",5.30151009559631,"aum","aume","aumen","aument","aumenta","aumentar"
"bola","bolar",40.0844085216522,"bol",0.597852468490601,"bol",5.31030893325806,"bol","bola","bola","bola","bola","bola"
"canal","canal",40.1468393802643,"canal",0.598765850067139,"canal",5.31859135627747,"can","cana","canal","canal","canal","canal"
"chuva","chuva",40.2088980674744,"chuv",0.599632263183594,"chuv",5.3274552822113,"chu","chuv","chuva","chuva","chuva","chuva"
"comentou","comentar",40.2796869277954,"coment",0.600519180297852,"coment",5.33541822433472,"com","come","comen","coment","comento","comentou"
"cumprimento","cumprir",40.3440701961517,"cumpriment",0.601394653320312,"cumpr",5.3421037197113,"cum","cump","cumpr","cumpri","cumprim","cumprime"
"dado","dar",40.4065091609955,"dad",0.602310657501221,"dad",5.35050272941589,"dad","dado","dado","dado","dado","dado"
"dificuldade","dificuldade",40.4752795696259,"dificuldad",0.603210926055908,"dificuldad",5.35908985137939,"dif","difi","dific","dificu","dificul","dificuld"
"disponíveis","disponível",40.5373034477234,"disponív",0.604108333587646,"dispon",5.36669087409973,"dis","disp","dispo","dispon","disponí","disponív"
"divulgou","divulgar",40.6009171009064,"divulg",0.604973077774048,"divulg",5.3745641708374,"div","divu","divul","divulg","divulgo","divulgou"
"embora","embora",40.6695475578308,"embor",0.605840921401978,"emb",5.38252663612366,"emb","embo","embor","embora","embora","embora"
"falando","falar",40.732691526413,"fal",0.606689214706421,"fal",5.39101982116699,"fal","fala","falan","faland","falando","falando"
"fonte","fonte",40.8017156124115,"font",0.607528924942017,"font",5.3993136882782,"fon","font","fonte","fonte","fonte","fonte"
"funcionamento","funcionar",40.8644905090332,"funcion",0.608392953872681,"funcion",5.40620517730713,"fun","func","funci","funcio","funcion","funciona"
"haviam","haver",40.9294123649597,"hav",0.609244346618652,"hav",5.414222240448,"hav","havi","havia","haviam","haviam","haviam"
"inquérito","inquérito",41.0002477169037,"inquérit",0.610104560852051,"inquerit",5.42312788963318,"inq","inqu","inqué","inquér","inquéri","inquérit"
"juiz","juiz",41.0637965202332,"juiz",0.610955476760864,"juiz",5.4312047958374,"jui","juiz","juiz","juiz","juiz","juiz"
"juntos","juntos",41.1271200180054,"junt",0.611856937408447,"junt",5.44060182571411,"jun","junt","junto","juntos","juntos","juntos"
"lembrou","lembrar",41.1986606121063,"lembr",0.612717151641846,"lembr",5.44850969314575,"lem","lemb","lembr","lembro","lembrou","lembrou"
"levou","levar",41.261488199234,"lev",0.6135573387146,"lev",5.45720219612122,"lev","levo","levou","levou","levou","levou"
"loja","loja",41.3252341747284,"loj",0.614420890808105,"loj",5.46655368804932,"loj","loja","loja","loja","loja","loja"
