"wiki_words","hunspell_stem","hunspell_time","rslp_stem","rslp_time","porter_stem","porter_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"adobe","dobar",10.8830870310465,"adob",1.39649325211843,"adob",11.0429537296295,"ado","adob","adobe","adobe","adobe","adobe"
"adoráveis","adorar",10.8846403638522,"ador",1.39661655028661,"ador",11.0438225269318,"ado","ador","adorá","adoráv","adoráve","adorávei"
"aeroclube","clube",10.8903377811114,"aeroclub",1.39701685905457,"aeroclub",11.050799369812,"aer","aero","aeroc","aerocl","aeroclu","aeroclub"
"afegãs","afegão",10.8932108481725,"afega",1.3971760114034,"afegãs",11.0536036491394,"afe","afeg","afegã","afegãs","afegãs","afegãs"
"afim","afim",10.8947931687037,"afim",1.39731645584106,"afim",11.0551283359528,"afi","afim","afim","afim","afim","afim"
"afonso","afonso",10.8959291855494,"afons",1.39745682080587,"afons",11.0671100616455,"afo","afon","afons","afonso","afonso","afonso"
"afonsos","afonso",10.8970232367516,"afons",1.39761697053909,"afons",11.0682954788208,"afo","afon","afons","afonso","afonsos","afonsos"
"afoxé","afoxé",10.898055156072,"afoxe",1.39775312344233,"afox",11.0691800117493,"afo","afox","afoxé","afoxé","afoxé","afoxé"
"africa","africar",10.899312543869,"afric",1.39790253639221,"afric",11.0700311660767,"afr","afri","afric","africa","africa","africa"
"africanas","africano",10.9003890355428,"afric",1.39804861148198,"african",11.0708861351013,"afr","afri","afric","africa","african","africana"
"agera","gerar",10.9059522827466,"ager",1.39819401502609,"ager",11.0770571231842,"age","ager","agera","agera","agera","agera"
"agilidade","agilidade",10.9070043365161,"agil",1.39831358591715,"agil",11.0779674053192,"agi","agil","agili","agilid","agilida","agilidad"
"agnes","agne",10.9080331683159,"agn",1.39846683740616,"agnes",11.0788624286652,"agn","agne","agnes","agnes","agnes","agnes"
"agra","agrar",10.9095945437749,"agr",1.39861320257187,"agra",11.0804214477539,"agr","agra","agra","agra","agra","agra"
"agripa","agripa",10.911154238383,"agrip",1.39877436161041,"agrip",11.0819776058197,"agr","agri","agrip","agripa","agripa","agripa"
"agronegócio","agronegócio",10.9128904700279,"agronegoci",1.39892805417379,"agronegóci",11.0835521221161,"agr","agro","agron","agrone","agroneg","agronegó"
"agronômico","agronômico",10.9141984701157,"agronom",1.39904696941376,"agronôm",11.0844321250916,"agr","agro","agron","agronô","agronôm","agronômi"
"aguiar","guiar",10.9157664140066,"agui",1.39918265740077,"agui",11.085963010788,"agu","agui","aguia","aguiar","aguiar","aguiar"
"agustina","agustina",10.9188980460167,"agustin",1.39933541615804,"agustin",11.0896019935608,"agu","agus","agust","agusti","agustin","agustina"
"aino","ino",10.9238767266274,"ain",1.39947505394618,"ain",11.0949778556824,"ain","aino","aino","aino","aino","aino"
"airão","airão",10.9316873311996,"air",1.39962116877238,"airã",11.0990362167358,"air","airã","airão","airão","airão","airão"
"akan","akan",10.9337810277939,"akan",1.39975619713465,"akan",11.1012053489685,"aka","akan","akan","akan","akan","akan"
"alagoas","alagoar",10.9454152266184,"alago",1.39991848866145,"alago",11.1141004562378,"ala","alag","alago","alagoa","alagoas","alagoas"
"alano","lanar",10.9469641804695,"alan",1.40006320476532,"alan",11.1156549453735,"ala","alan","alano","alano","alano","alano"
"alarmados","alarmar",10.9485586126645,"alarm",1.40019074281057,"alarm",11.1171765327454,"ala","alar","alarm","alarma","alarmad","alarmado"
"alba","albo",10.9503312468529,"alb",1.40034559170405,"alba",11.1186947822571,"alb","alba","alba","alba","alba","alba"
"alcaide","alcaide",10.9550598184268,"alcaid",1.40048361221949,"alcaid",11.1240546703339,"alc","alca","alcai","alcaid","alcaide","alcaide"
"alcino","alcino",10.9560893932978,"alcin",1.40062803427378,"alcin",11.1249227523804,"alc","alci","alcin","alcino","alcino","alcino"
"aldina","aldino",10.958868654569,"aldin",1.4007822116216,"aldin",11.1277539730072,"ald","aldi","aldin","aldina","aldina","aldina"
"aleluia","aleluiar",10.9632746179899,"alelu",1.4009207646052,"alelu",11.1325743198395,"ale","alel","alelu","alelui","aleluia","aleluia"
"alentejo","alentejo",10.9648904919624,"alentej",1.40110865036647,"alentej",11.1341025829315,"ale","alen","alent","alente","alentej","alentejo"
"aleto","aleto",10.9671254396439,"alet",1.40135676463445,"alet",11.1366848945618,"ale","alet","aleto","aleto","aleto","aleto"
"alexandrina","alexandrino",10.9687430977821,"alexandrin",1.40162776708603,"alexandrin",11.1385746002197,"ale","alex","alexa","alexan","alexand","alexandr"
"algarve","algarve",10.9716422955195,"algarv",1.40177183945974,"algarv",11.1413791179657,"alg","alga","algar","algarv","algarve","algarve"
"algarvia","algarviar",10.9727742433548,"algarv",1.40193047523499,"algarv",11.1422555446625,"alg","alga","algar","algarv","algarvi","algarvia"
"aliada","aliar",10.9749471545219,"ali",1.40206694602966,"ali",11.1438322067261,"ali","alia","aliad","aliada","aliada","aliada"
"almirante","almirante",10.9851761341095,"almir",1.40220759709676,"almir",11.1661388874054,"alm","almi","almir","almira","almiran","almirant"
"alpes","alpe",10.9879717230797,"alp",1.40237236420314,"alpes",11.1693575382233,"alp","alpe","alpes","alpes","alpes","alpes"
"alternativamente","alternativo",10.9930619200071,"alternativ",1.40252098639806,"altern",11.1748797893524,"alt","alte","alter","altern","alterna","alternat"
"alteza","alteza",10.9946779767672,"alt",1.40264426867167,"altez",11.1764526367188,"alt","alte","altez","alteza","alteza","alteza"
"alvarado","alvarado",10.9974213401477,"alvar",1.40277284781138,"alvar",11.1793694496155,"alv","alva","alvar","alvara","alvarad","alvarado"
"alvarenga","alvarenga",10.9986772378286,"alvareng",1.40292766094208,"alvareng",11.1802425384521,"alv","alva","alvar","alvare","alvaren","alvareng"
"alvares","alvar",10.9997525215149,"alv",1.40338354905446,"alvar",11.1811091899872,"alv","alva","alvar","alvare","alvares","alvares"
"alô","alô",11.0030189593633,"alo",1.40358192523321,"alô",11.1848895549774,"alô","alô","alô","alô","alô","alô"
"amadeu","amadeu",11.0040964563688,"amad",1.40371714830399,"amad",11.1857843399048,"ama","amad","amade","amadeu","amadeu","amadeu"
"amadurecemos","madurecer",11.005358672142,"amadurec",1.40387977759043,"amadurec",11.1867368221283,"ama","amad","amadu","amadur","amadure","amadurec"
"amal","mal",11.0064287980398,"amal",1.40401605765025,"amal",11.187667131424,"ama","amal","amal","amal","amal","amal"
"amalteia","amalteia",11.0074814160665,"amalte",1.4041633327802,"amalt",11.1885178089142,"ama","amal","amalt","amalte","amaltei","amalteia"
"amaral","amaral",11.0091149369876,"amar",1.40428991715113,"amaral",11.190098285675,"ama","amar","amara","amaral","amaral","amaral"
"amarás","amar",11.0106684247653,"am",1.40443038145701,"amarás",11.1916589736938,"ama","amar","amará","amarás","amarás","amarás"
"ambivalente","ambivalente",11.0134600758553,"ambival",1.40454857349396,"ambivalent",11.1945009231567,"amb","ambi","ambiv","ambiva","ambival","ambivale"
"amelia","melia",11.0155399918556,"amel",1.40468964179357,"amel",11.1966812610626,"ame","amel","ameli","amelia","amelia","amelia"
"amida","amido",11.0188630064329,"amid",1.4048329393069,"amid",11.2000951766968,"ami","amid","amida","amida","amida","amida"
"amo","amar",11.0225244760513,"amo",1.40496764977773,"amo",11.2041127681732,"amo","amo","amo","amo","amo","amo"
"amoral","moral",11.0235482494036,"amor",1.4050822297732,"amoral",11.204957485199,"amo","amor","amora","amoral","amoral","amoral"
"amores","amor",11.024764418602,"am",1.40520575443904,"amor",11.2058007717133,"amo","amor","amore","amores","amores","amores"
"amorim","morim",11.0257789889971,"amorim",1.40534673929214,"amorim",11.206657409668,"amo","amor","amori","amorim","amorim","amorim"
"amu","amu",11.0288808147113,"amu",1.40547864039739,"amu",11.210084438324,"amu","amu","amu","amu","amu","amu"
"amélia","amélio",11.0304369767507,"amel",1.40561935504278,"amél",11.211599111557,"amé","amél","améli","amélia","amélia","amélia"
"analítica","analítico",11.0337290724119,"anali",1.40574977000554,"analít",11.215029001236,"ana","anal","analí","analít","analíti","analític"
"analíticos","analítico",11.0350582798322,"anali",1.40587742328644,"analít",11.2158863544464,"ana","anal","analí","analít","analíti","analític"
"anastácio","anastácio",11.0366098483404,"anastaci",1.40601656834284,"anastáci",11.2174160480499,"ana","anas","anast","anastá","anastác","anastáci"
"andebol","andebol",11.0398862799009,"andebol",1.40615741014481,"andebol",11.2210092544556,"and","ande","andeb","andebo","andebol","andebol"
"angelica","angelica",11.047291068236,"angel",1.40628877480825,"angel",11.2298700809479,"ang","ange","angel","angeli","angelic","angelica"
"angélica","angélico",11.0498393177986,"angel",1.40641988515854,"angél",11.2442734241486,"ang","angé","angél","angéli","angélic","angélica"
"anicorés","anicoré",11.0510218342145,"anicore",1.40657041867574,"anicorés",11.2451729774475,"ani","anic","anico","anicor","anicoré","anicorés"
"aninha","aninhar",11.0525351087252,"aninh",1.40671686331431,"aninh",11.2467460632324,"ani","anin","aninh","aninha","aninha","aninha"
"anita","anite",11.0540373444557,"anit",1.40686345100403,"anit",11.248300075531,"ani","anit","anita","anita","anita","anita"
"anomalia","anomalia",11.0587751507759,"anomal",1.4070060690244,"anomal",11.2536323070526,"ano","anom","anoma","anomal","anomali","anomalia"
"antologia","antologiar",11.0655998428663,"antolog",1.40715189774831,"antolog",11.2625389099121,"ant","anto","antol","antolo","antolog","antologi"
"antropólogos","antropólogo",11.0677068432172,"antropolog",1.40731194814046,"antropólog",11.2647335529327,"ant","antr","antro","antrop","antropó","antropól"
"anunciação","nunciação",11.0687104105949,"anunci",1.40743473768234,"anunc",11.2656111717224,"anu","anun","anunc","anunci","anuncia","anunciaç"
"anônimo","anônimo",11.0716160376867,"anon",1.4075622399648,"anônim",11.268426656723,"anô","anôn","anôni","anônim","anônimo","anônimo"
"apameia","apameu",11.073159122467,"apame",1.40770902236303,"apam",11.2699835300446,"apa","apam","apame","apamei","apameia","apameia"
"aparecida","aparecer",11.0742181817691,"aparec",1.40783570607503,"aparec",11.2708554267883,"apa","apar","apare","aparec","apareci","aparecid"
"apelações","apelação",11.0752704779307,"apel",1.40796862045924,"apel",11.2717087268829,"ape","apel","apela","apelaç","apelaçõ","apelaçõe"
"apertura","apertura",11.0763282696406,"apert",1.40809561808904,"apertur",11.2725541591644,"ape","aper","apert","apertu","apertur","apertura"
"apocalipse","apocalipse",11.0780328273773,"apocalips",1.40823078552882,"apocalips",11.2740948200226,"apo","apoc","apoca","apocal","apocali","apocalip"
"apodemos","apodemo",11.0790632406871,"apod",1.40837589899699,"apod",11.2749469280243,"apo","apod","apode","apodem","apodemo","apodemos"
"apoiado","apoiar",11.0806115786235,"apoi",1.40848805904388,"apoi",11.2764577865601,"apo","apoi","apoia","apoiad","apoiado","apoiado"
"apolo","apolo",11.0816194971402,"apol",1.40862801472346,"apol",11.2773063182831,"apo","apol","apolo","apolo","apolo","apolo"
"aponariás","aponariá",11.0833619674047,"aponari",1.40878092845281,"aponariás",11.2788372039795,"apo","apon","apona","aponar","aponari","aponariá"
"apontamentos","apontar",11.0843789060911,"apont",1.4089075366656,"apont",11.2796921730042,"apo","apon","apont","aponta","apontam","apontame"
"aproveitei","aproveitar",11.0890649636587,"aproveit",1.40903364419937,"aproveit",11.28533411026,"apr","apro","aprov","aprove","aprovei","aproveit"
"apóstolos","apóstolo",11.0907793243726,"apostol",1.40918770631154,"apóstol",11.2868804931641,"apó","após","apóst","apósto","apóstol","apóstolo"
"arar","arar",11.0923124194145,"ar",1.40958666404088,"arar",11.2883841991425,"ara","arar","arar","arar","arar","arar"
"araca","raca",11.0938349127769,"arac",1.40973662932714,"arac",11.2898843288422,"ara","arac","araca","araca","araca","araca"
"araguari","araguari",11.0958936810493,"araguar",1.40988001426061,"araguar",11.2920455932617,"ara","arag","aragu","aragua","araguar","araguari"
"aramaica","aramaico",11.0976069251696,"arama",1.41001408894857,"arama",11.2935521602631,"ara","aram","arama","aramai","aramaic","aramaica"
"aranha","aranhar",11.0991365989049,"aranh",1.41016099452972,"aranh",11.2950804233551,"ara","aran","aranh","aranha","aranha","aranha"
"arantes","arar",11.1001596728961,"ar",1.410298204422,"arant",11.2959735393524,"ara","aran","arant","arante","arantes","arantes"
"araras","arar",11.1011701623599,"arar",1.41045821905136,"arar",11.2968335151672,"ara","arar","arara","araras","araras","araras"
"ararense","ararense",11.1021840016047,"ararens",1.41059554417928,"ararens",11.2976994514465,"ara","arar","arare","araren","ararens","ararense"
"arata","ratar",11.1033600568771,"arat",1.41073949337006,"arat",11.2985773086548,"ara","arat","arata","arata","arata","arata"
"arataca","arataca",11.1043588836988,"aratac",1.41088608105977,"aratac",11.2994410991669,"ara","arat","arata","aratac","arataca","arataca"
"arauco","arauco",11.1053626537323,"arauc",1.41102173725764,"arauc",11.3002986907959,"ara","arau","arauc","arauco","arauco","arauco"
"arca","arcar",11.1084176023801,"arc",1.41116962035497,"arca",11.3037757873535,"arc","arca","arca","arca","arca","arca"
"arcaica","arcaico",11.1096074938774,"arca",1.41130399306615,"arcaic",11.3046281337738,"arc","arca","arcai","arcaic","arcaica","arcaica"
"arconte","arconte",11.1126648545265,"arcont",1.41145513455073,"arcont",11.3081498146057,"arc","arco","arcon","arcont","arconte","arconte"
"arcoverdense","arcoverdense",11.1136875867844,"arcoverd",1.41157207091649,"arcoverdens",11.309041261673,"arc","arco","arcov","arcove","arcover","arcoverd"
"arcádia","arcádio",11.1152236421903,"arcad",1.41171422799428,"arcád",11.3105940818787,"arc","arcá","arcád","arcádi","arcádia","arcádia"
"areeiro","areeiro",11.1176843245824,"are",1.41182562112808,"areeir",11.3127522468567,"are","aree","areei","areeir","areeiro","areeiro"
"ares","ar",11.119747364521,"are",1.41197342077891,"ares",11.3268866539001,"are","ares","ares","ares","ares","ares"
"argel","argel",11.120755648613,"argel",1.41211107969284,"argel",11.3277778625488,"arg","arge","argel","argel","argel","argel"
"argumenta","argumentar",11.1229663014412,"argument",1.41225800911585,"argument",11.3299980163574,"arg","argu","argum","argume","argumen","argument"
"argumentava","argumentar",11.1239758253098,"argument",1.41239540974299,"argument",11.3308713436127,"arg","argu","argum","argume","argumen","argument"
"ariana","ariano",11.1260400056839,"arian",1.41255146662394,"arian",11.3330826759338,"ari","aria","arian","ariana","ariana","ariana"
"arigó","arigó",11.1281174659729,"arigo",1.4126827955246,"arig",11.3353123664856,"ari","arig","arigó","arigó","arigó","arigó"
"armadura","armadura",11.1325297951698,"armad",1.41280964612961,"armadur",11.3400342464447,"arm","arma","armad","armadu","armadur","armadura"
"armênios","armênio",11.135810081164,"armeni",1.41295912265778,"armêni",11.3435022830963,"arm","armê","armên","armêni","armênio","armênios"
"arnal","arnal",11.1368180712064,"arnal",1.41309610207876,"arnal",11.344377040863,"arn","arna","arnal","arnal","arnal","arnal"
"arqueologicamente","arqueologia",11.1394016623497,"arqueologic",1.41324238379796,"arqueolog",11.3471786975861,"arq","arqu","arque","arqueo","arqueol","arqueolo"
"arraial","raial",11.140914050738,"arra",1.41335838238398,"arraial",11.3487482070923,"arr","arra","arrai","arraia","arraial","arraial"
"arrancadão","arrancar",11.1421055833499,"arranc",1.41349515914917,"arrancadã",11.3496179580688,"arr","arra","arran","arranc","arranca","arrancad"
"arrigo","arrigar",11.1431040326754,"arrig",1.41363900105158,"arrig",11.3504796028137,"arr","arri","arrig","arrigo","arrigo","arrigo"
"arroba","arrobar",11.1446597854296,"arrob",1.4137825012207,"arrob",11.3519976139069,"arr","arro","arrob","arroba","arroba","arroba"
"arruda","arruda",11.146229883035,"arrud",1.41393295526505,"arrud",11.353503704071,"arr","arru","arrud","arruda","arruda","arruda"
"arsenal","arsenal",11.1472444534302,"arsen",1.41404834588369,"arsenal",11.3543653488159,"ars","arse","arsen","arsena","arsenal","arsenal"
"articulação","articulação",11.1504769484202,"articul",1.41417012214661,"articul",11.3578014373779,"art","arti","artic","articu","articul","articula"
"arzila","arzila",11.1535695513089,"arzil",1.4143192132314,"arzil",11.3612656593323,"arz","arzi","arzil","arzila","arzila","arzila"
"assembleias","assembleia",11.1621092478434,"assemble",1.41446879307429,"assembl",11.3711071014404,"ass","asse","assem","assemb","assembl","assemble"
"assunção","sunção",11.1641804496447,"assunc",1.41460667451223,"assunçã",11.3733098506927,"ass","assu","assun","assunç","assunçã","assunção"
"astro","astro",11.1662707448006,"astr",1.41474746465683,"astro",11.3755464553833,"ast","astr","astro","astro","astro","astro"
"astrologia","astrologia",11.1676853458087,"astrolog",1.41488356590271,"astrolog",11.3764123916626,"ast","astr","astro","astrol","astrolo","astrolog"
"astronauta","astronauta",11.1687262574832,"astron",1.415010201931,"astronaut",11.3772685527802,"ast","astr","astro","astron","astrona","astronau"
"asuras","asura",11.1709462046623,"asur",1.41516695419947,"asur",11.3794372081757,"asu","asur","asura","asuras","asuras","asuras"
"ata","ato",11.1725374738375,"ata",1.41559176047643,"ata",11.3809390068054,"ata","ata","ata","ata","ata","ata"
"aterro","aterrar",11.1741574207942,"aterr",1.41573754549026,"aterr",11.3824872970581,"ate","ater","aterr","aterro","aterro","aterro"
"atiraram","tirar",11.1781189521154,"atir",1.41587815682093,"atir",11.3867268562317,"ati","atir","atira","atirar","atirara","atiraram"
"ativada","ativar",11.1792466918627,"ativ",1.41600959300995,"ativ",11.3875916004181,"ati","ativ","ativa","ativad","ativada","ativada"
"atlas","atlas",11.1808789412181,"atl",1.41616779565811,"atlas",11.3891038894653,"atl","atla","atlas","atlas","atlas","atlas"
"atribuiu","atribuir",11.1826873580615,"atribu",1.41630338430405,"atribu",11.390634059906,"atr","atri","atrib","atribu","atribui","atribuiu"
"audiovisual","audiovisual",11.1860618034999,"audiovis",1.41642115513484,"audiovisual",11.3940815925598,"aud","audi","audio","audiov","audiovi","audiovis"
"aures","aurar",11.1914799690247,"aur",1.41656074523926,"aur",11.3995034694672,"aur","aure","aures","aures","aures","aures"
"aurora","aurorar",11.1930682500203,"aur",1.41669175227483,"auror",11.401022195816,"aur","auro","auror","aurora","aurora","aurora"
"austral","austral",11.1953742106756,"austr",1.41680578788122,"austral",11.4031751155853,"aus","aust","austr","austra","austral","austral"
"australiana","australiano",11.1967101971308,"australi",1.41693477630615,"australian",11.4040458202362,"aus","aust","austr","austra","austral","australi"
"australianas","australiano",11.1979094862938,"australi",1.41707614660263,"australian",11.4049088954926,"aus","aust","austr","austra","austral","australi"
"austríaca","austríaco",11.199359858036,"austr",1.4172022263209,"austríac",11.4057726860046,"aus","aust","austr","austrí","austría","austríac"
"auto","auto",11.2013048370679,"aut",1.4173371831576,"aut",11.4072859287262,"aut","auto","auto","auto","auto","auto"
"autora","autor",11.2036389708519,"autor",1.41748608350754,"autor",11.4094400405884,"aut","auto","autor","autora","autora","autora"
"auxiliou","auxiliar",11.2046841661135,"auxili",1.41761562426885,"auxili",11.4103155136108,"aux","auxi","auxil","auxili","auxilio","auxiliou"
"ava","avo",11.2057426214218,"ava",1.41776027679443,"ava",11.411162853241,"ava","ava","ava","ava","ava","ava"
"ba","ba",11.2186147411664,"ba",1.41777100563049,"ba",11.4264883995056,"ba","ba","ba","ba","ba","ba"
"bp","bp",11.2186253746351,"bp",1.41777981519699,"bp",11.4270458221436,"bp","bp","bp","bp","bp","bp"
"babi","babi",11.2312797188759,"bab",1.41791406472524,"bab",11.4525361061096,"bab","babi","babi","babi","babi","babi"
"bada","bada",11.2339094003042,"bad",1.41807187795639,"bad",11.4553589820862,"bad","bada","bada","bada","bada","bada"
"baiano","baiano",11.2409500718117,"baian",1.41821582714717,"baian",11.4632983207703,"bai","baia","baian","baiano","baiano","baiano"
"baioneta","baionetar",11.2425105571747,"baionet",1.41836100816727,"baionet",11.4648795127869,"bai","baio","baion","baione","baionet","baioneta"
"bajo","bajar",11.2437210957209,"baj",1.41850264469783,"baj",11.4657728672028,"baj","bajo","bajo","bajo","bajo","bajo"
"balduíno","balduíno",11.2468298196793,"balduin",1.41864882310232,"balduín",11.4692120552063,"bal","bald","baldu","balduí","balduín","balduíno"
"bales","balir",11.247861969471,"bal",1.41879281600316,"bal",11.4704337120056,"bal","bale","bales","bales","bales","bales"
"bali","balir",11.2494357307752,"bal",1.41893442471822,"bal",11.4723541736603,"bal","bali","bali","bali","bali","bali"
"balneário","balneário",11.252244814237,"balne",1.41904805103938,"balneári",11.4751772880554,"bal","baln","balne","balneá","balneár","balneári"
"balona","balona",11.2532833099365,"bal",1.41920544306437,"balon",11.4760410785675,"bal","balo","balon","balona","balona","balona"
"baltimore","baltimore",11.2543261011442,"baltimor",1.41934666236242,"baltimor",11.4769086837769,"bal","balt","balti","baltim","baltimo","baltimor"
"baluarte","baluartar",11.2553641676903,"baluart",1.41948524713516,"baluart",11.4777784347534,"bal","balu","balua","baluar","baluart","baluarte"
"balão","balão",11.2564046780268,"bal",1.41963323752085,"balã",11.4786291122437,"bal","balã","balão","balão","balão","balão"
"banana","banano",11.2586802681287,"banan",1.4198095480601,"banan",11.4807884693146,"ban","bana","banan","banana","banana","banana"
"bandeirantes","bandeirar",11.2602483431498,"bandeir",1.41993749539057,"bandeir",11.4823117256165,"ban","band","bande","bandei","bandeir","bandeira"
"bandida","bandido",11.2612830837568,"band",1.4200705687205,"band",11.4831709861755,"ban","band","bandi","bandid","bandida","bandida"
"bangu","bangu",11.262865014871,"bangu",1.42020446459452,"bangu",11.4846827983856,"ban","bang","bangu","bangu","bangu","bangu"
"bani","banir",11.2640890916189,"ban",1.42033406496048,"ban",11.4855298995972,"ban","bani","bani","bani","bani","bani"
"barabas","baraba",11.2689424514771,"barab",1.42049479881922,"barab",11.490966796875,"bar","bara","barab","baraba","barabas","barabas"
"barbara","barbar",11.2730360945066,"barb",1.42063337961833,"barb",11.4950420856476,"bar","barb","barba","barbar","barbara","barbara"
"bari","bari",11.2774132331212,"bar",1.42075996398926,"bar",11.4997818470001,"bar","bari","bari","bari","bari","bari"
"barnabé","barnabé",11.2805615266164,"barnabe",1.42090464830399,"barnab",11.5032546520233,"bar","barn","barna","barnab","barnabé","barnabé"
"barqueiros","barqueiro",11.2831773281097,"barc",1.42103291749954,"barqueir",11.5061750411987,"bar","barq","barqu","barque","barquei","barqueir"
"barreirinho","barreiros",11.2844017982483,"barre",1.42116747697194,"barreirinh",11.5070762634277,"bar","barr","barre","barrei","barreir","barreiri"
"barreiros","barreiros",11.2854253848394,"barr",1.42129480838776,"barreir",11.5079395771027,"bar","barr","barre","barrei","barreir","barreiro"
"barroca","barroco",11.287009592851,"barroc",1.42169396479925,"barroc",11.50945353508,"bar","barr","barro","barroc","barroca","barroca"
"barrocas","barroco",11.2880710760752,"barroc",1.42185878753662,"barroc",11.5103192329407,"bar","barr","barro","barroc","barroca","barrocas"
"filomena","filomeno",11.2925589839617,"filomen",1.42201520601908,"filomen",11.5150532722473,"fil","filo","filom","filome","filomen","filomena"
"barés","baré",11.2936186273893,"bare",1.42216186126073,"barés",11.5159184932709,"bar","baré","barés","barés","barés","barés"
"baseou","basear",11.2962637702624,"base",1.42230170170466,"bas",11.5187826156616,"bas","base","baseo","baseou","baseou","baseou"
"bastonário","bastonário",11.3002018133799,"baston",1.42241779168447,"bastonári",11.5228970050812,"bas","bast","basto","baston","bastoná","bastonár"
"batalhou","batalhar",11.3017584602038,"batalh",1.42255732218424,"batalh",11.5244166851044,"bat","bata","batal","batalh","batalho","batalhou"
"bates","bater",11.3040839711825,"bat",1.4227081378301,"bat",11.526581287384,"bat","bate","bates","bates","bates","bates"
"baço","baço",11.3134484966596,"bac",1.42284383773804,"bac",11.5371022224426,"baç","baço","baço","baço","baço","baço"
"begue","begue",11.3244166413943,"beg",1.42298338413239,"beg",11.560674905777,"beg","begu","begue","begue","begue","begue"
"behaviorismo","behaviorismo",11.325473745664,"behavior",1.42309996684392,"behavior",11.561558008194,"beh","beha","behav","behavi","behavio","behavior"
"bei","bei",11.3281591296196,"bei",1.42322934865952,"bei",11.5643231868744,"bei","bei","bei","bei","bei","bei"
"beirais","beirar",11.3299005349477,"beir",1.42336195309957,"beir",11.5658345222473,"bei","beir","beira","beirai","beirais","beirais"
"beja","beje",11.3311719894409,"bej",1.42350763877233,"bej",11.5666942596436,"bej","beja","beja","beja","beja","beja"
"belarmino","belarmino",11.3327839255333,"belarmin",1.42365209261576,"belarmin",11.5682401657104,"bel","bela","belar","belarm","belarmi","belarmin"
"belenenses","belenense",11.3348832011223,"belen",1.42378183205922,"belenens",11.5704078674316,"bel","bele","belen","belene","belenen","belenens"
"belino","belino",11.3376702944438,"belin",1.42395292917887,"belin",11.5732946395874,"bel","beli","belin","belino","belino","belino"
"beneditino","beneditino",11.3460883100828,"beneditin",1.42409463723501,"beneditin",11.5825388431549,"ben","bene","bened","benedi","benedit","benediti"
"benedito","benedito",11.3471263488134,"benedit",1.4242381811142,"benedit",11.5834231376648,"ben","bene","bened","benedi","benedit","benedito"
"benguela","benguela",11.3493095874786,"benguel",1.42438491980235,"benguel",11.5855667591095,"ben","beng","bengu","bengue","benguel","benguela"
"benjamim","benjamim",11.3524066607157,"benjamim",1.42451752821604,"benjamim",11.5877025127411,"ben","benj","benja","benjam","benjami","benjamim"
"berna","berno",11.3630906105042,"bern",1.42467278639476,"bern",11.5993621349335,"ber","bern","berna","berna","berna","berna"
"bernardo","bernardo",11.3654382745425,"bernard",1.42481388250987,"bernard",11.6015350818634,"ber","bern","berna","bernar","bernard","bernardo"
"berta","berta",11.3675674716632,"bert",1.42495882113775,"bert",11.6036870479584,"ber","bert","berta","berta","berta","berta"
"beviláqua","beviláqua",11.3725078463554,"bevilaqu",1.42510442733765,"beviláqu",11.6090903282166,"bev","bevi","bevil","bevilá","beviláq","beviláqu"
"biar","biar",11.3785231749217,"bi",1.42524093786875,"biar",11.6157414913177,"bia","biar","biar","biar","biar","biar"
"bienal","bienal",11.3806334376335,"bien",1.42536049683889,"bienal",11.6178963184357,"bie","bien","biena","bienal","bienal","bienal"
"bife","bifar",11.3816582679749,"bif",1.42549515962601,"bif",11.6187665462494,"bif","bife","bife","bife","bife","bife"
"bimba","bimbar",11.3838123679161,"bimb",1.4256470878919,"bimb",11.6209235191345,"bim","bimb","bimba","bimba","bimba","bimba"
"binacional","binacional",11.3848713437716,"binac",1.42576433420181,"binacional",11.6218037605286,"bin","bina","binac","binaci","binacio","binacion"
"biodiesel","diesel",11.3872099995613,"biodiesel",1.42589462200801,"biodiesel",11.6239683628082,"bio","biod","biodi","biodie","biodies","biodiese"
"biogeografia","geografia",11.3882393956184,"biogeograf",1.42603869040807,"biogeograf",11.624844789505,"bio","biog","bioge","biogeo","biogeog","biogeogr"
"biologia","biologia",11.3898194591204,"biolog",1.42618038256963,"biolog",11.6263670921326,"bio","biol","biolo","biolog","biologi","biologia"
"biológica","lógico",11.3908649682999,"biolog",1.42630647420883,"biológ",11.6272392272949,"bio","biol","bioló","biológ","biológi","biológic"
"biriba","biriba",11.3937052210172,"birib",1.42646000385284,"birib",11.629998922348,"bir","biri","birib","biriba","biriba","biriba"
"boal","boal",11.4157487273216,"boal",1.42659469445546,"boal",11.6577324867249,"boa","boal","boal","boal","boal","boal"
"bodas","bodar",11.4190551718076,"bod",1.42675136725108,"bod",11.6621205806732,"bod","boda","bodas","bodas","bodas","bodas"
"bodoque","bodoque",11.4211629827817,"bodoqu",1.4268941283226,"bodoqu",11.6643211841583,"bod","bodo","bodoq","bodoqu","bodoque","bodoque"
"boeing","boeing",11.4222019791603,"boeing",1.42702700297038,"boeing",11.6651890277863,"boe","boei","boein","boeing","boeing","boeing"
"boi","boi",11.4255494117737,"boi",1.42715657552083,"boi",11.6796960830688,"boi","boi","boi","boi","boi","boi"
"boliviano","boliviano",11.4286748528481,"bolivi",1.42727748155594,"bolivian",11.6831529140472,"bol","boli","boliv","bolivi","bolivia","bolivian"
