"wiki_words","hunspell_stem","hunspell_time","rslp_stem","rslp_time","porter_stem","porter_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"vivos","vivos",1.97434573968252,"viv",16.2566938400269,"viv",2.01839280128479,"viv","vivo","vivos","vivos","vivos","vivos"
"volumes","volumar",1.9755380709966,"volum",16.2658176422119,"volum",2.01924300193787,"vol","volu","volum","volume","volumes","volumes"
"ana","no",1.97710638046265,"ana",16.2744452953339,"ana",2.02078032493591,"ana","ana","ana","ana","ana","ana"
"através","través",1.97814453045527,"atraves",16.2837543487549,"através",2.02163076400757,"atr","atra","atrav","atravé","através","através"
"bruno","brunir",1.98097070058187,"brun",16.2920033931732,"brun",2.0245475769043,"bru","brun","bruno","bruno","bruno","bruno"
"califórnia","califórnio",1.98200898567835,"californ",16.3010923862457,"califórn",2.02542686462402,"cal","cali","calif","califó","califór","califórn"
"carvalho","carvalho",1.98322217861811,"carvalh",16.3097441196442,"carvalh",2.02632236480713,"car","carv","carva","carval","carvalh","carvalho"
"castro","castrar",1.98425690333049,"castr",16.3191862106323,"castr",2.02751088142395,"cas","cast","castr","castro","castro","castro"
"catedral","catedral",1.98530141909917,"catedr",16.3263506889343,"catedral",2.02849006652832,"cat","cate","cated","catedr","catedra","catedral"
"cidade","cidade",1.98637015024821,"cidad",16.335382938385,"cidad",2.02940320968628,"cid","cida","cidad","cidade","cidade","cidade"
"dois","dol",1.99146851301193,"doi",16.3442013263702,"dois",2.03235030174255,"doi","dois","dois","dois","dois","dois"
"domingos","domingos",1.99270348151525,"doming",16.3540620803833,"doming",2.03322291374207,"dom","domi","domin","doming","domingo","domingos"
"fez","fazer",1.99481258789698,"fez",16.362137556076,"fez",2.03547763824463,"fez","fez","fez","fez","fez","fez"
"havia","haver",1.99637553691864,"hav",16.37065076828,"hav",2.03701305389404,"hav","havi","havia","havia","havia","havia"
"isabel","isabel",1.99758782784144,"isabel",16.3791861534119,"isabel",2.03786182403564,"isa","isab","isabe","isabel","isabel","isabel"
"lucas","luco",2.00028576850891,"luc",16.3887372016907,"luc",2.04070734977722,"luc","luca","lucas","lucas","lucas","lucas"
"machado","machadar",2.00150110721588,"mach",16.3957109451294,"mach",2.04164695739746,"mac","mach","macha","machad","machado","machado"
"marco","marcar",2.00306844711304,"marc",16.4045519828796,"marc",2.04317665100098,"mar","marc","marco","marco","marco","marco"
"outro","outro",2.00534693400065,"outr",16.4128565788269,"outr",2.04530358314514,"out","outr","outro","outro","outro","outro"
"paraná","paraná",2.00645589828491,"paran",16.421514749527,"paran",2.0461573600769,"par","para","paran","paraná","paraná","paraná"
"radio","radiar",2.00754039684931,"radi",16.4299998283386,"radi",2.04698872566223,"rad","radi","radio","radio","radio","radio"
"república","público",2.00867641766866,"republ",16.4380736351013,"repúbl",2.04783320426941,"rep","repú","repúb","repúbl","repúbli","repúblic"
"rodrigo","rodrigar",2.00995722214381,"rodrig",16.4466750621796,"rodrig",2.04867601394653,"rod","rodr","rodri","rodrig","rodrigo","rodrigo"
"senado","senado",2.01119444767634,"sen",16.4536039829254,"sen",2.04951000213623,"sen","sena","senad","senado","senado","senado"
"século","século",2.01381047169367,"secul",16.4619169235229,"sécul",2.05170965194702,"séc","sécu","sécul","século","século","século"
"tom","tom",2.0149228254954,"tom",16.4849042892456,"tom",2.05255031585693,"tom","tom","tom","tom","tom","tom"
"tribunal","tribunal",2.01600461006165,"tribun",16.4925065040588,"tribunal",2.05338954925537,"tri","trib","tribu","tribun","tribuna","tribunal"
"abriga","abrigar",2.02110044956207,"abrig",16.5015568733215,"abrig",2.05686259269714,"abr","abri","abrig","abriga","abriga","abriga"
"absoluta","absoluto",2.02227202256521,"absolut",16.5108089447021,"absolut",2.05775427818298,"abs","abso","absol","absolu","absolut","absoluta"
"acabaram","acabar",2.02348483800888,"acab",16.5187766551971,"acab",2.05862593650818,"aca","acab","acaba","acabar","acabara","acabaram"
"aceitar","aceitar",2.02449216047923,"aceit",16.5263671875,"aceit",2.05947732925415,"ace","acei","aceit","aceita","aceitar","aceitar"
"adicionar","adicionar",2.02550706863403,"adicion",16.5345120429993,"adicion",2.06049537658691,"adi","adic","adici","adicio","adicion","adiciona"
"adotado","adotar",2.02681679725647,"adot",16.5414452552795,"adot",2.07283616065979,"ado","adot","adota","adotad","adotado","adotado"
"advogado","advogar",2.02805304129918,"advog",16.5483736991882,"advog",2.07429981231689,"adv","advo","advog","advoga","advogad","advogado"
"advogados","advogar",2.02916181087494,"advog",16.5563995838165,"advog",2.07540202140808,"adv","advo","advog","advoga","advogad","advogado"
"afirma","afirmar",2.03033967018127,"afirm",16.5654923915863,"afirm",2.07641649246216,"afi","afir","afirm","afirma","afirma","afirma"
"agente","gente",2.03152303298314,"agent",16.5759313106537,"agent",2.077392578125,"age","agen","agent","agente","agente","agente"
"alcançado","alcançar",2.03285752932231,"alcanc",16.5829908847809,"alcanc",2.07831764221191,"alc","alca","alcan","alcanç","alcança","alcançad"
"alcançou","alcançar",2.03395726680756,"alcanc",16.5906028747559,"alcanc",2.07922196388245,"alc","alca","alcan","alcanç","alcanço","alcançou"
"aldeia","aldear",2.03516563971837,"alde",16.599470615387,"alde",2.08010292053223,"ald","alde","aldei","aldeia","aldeia","aldeia"
"alimentam","alimentar",2.03833623727163,"aliment",16.6073889732361,"aliment",2.08101725578308,"ali","alim","alime","alimen","aliment","alimenta"
"amiga","amigar",2.03937782446543,"amig",16.6162741184235,"amig",2.08190989494324,"ami","amig","amiga","amiga","amiga","amiga"
"ampla","amplo",2.04042890469233,"ampl",16.6250429153442,"ampla",2.08282685279846,"amp","ampl","ampla","ampla","ampla","ampla"
"amplamente","amplo",2.04149536689123,"ampl",16.6341192722321,"ampl",2.08371090888977,"amp","ampl","ampla","amplam","amplame","amplamen"
"arquitetura","arquitetura",2.04273440440496,"arquitet",16.6417322158813,"arquitetur",2.0846221446991,"arq","arqu","arqui","arquit","arquite","arquitet"
"arquivo","arquivar",2.04401957591375,"arqu",16.6489353179932,"arquiv",2.08554124832153,"arq","arqu","arqui","arquiv","arquivo","arquivo"
"artigos","artigo",2.04546571175257,"artig",16.6579215526581,"artig",2.08648157119751,"art","arti","artig","artigo","artigos","artigos"
"assumir","sumir",2.04680269956589,"assum",16.666392326355,"assum",2.08736515045166,"ass","assu","assum","assumi","assumir","assumir"
"atingindo","tingir",2.04781657457352,"ating",16.6745352745056,"ating",2.08825254440308,"ati","atin","ating","atingi","atingin","atingind"
"auxílio","auxílio",2.04883331457774,"auxili",16.6834568977356,"auxíli",2.08914709091187,"aux","auxí","auxíl","auxíli","auxílio","auxílio"
"aviões","avião",2.04985920190811,"avi",16.6925868988037,"aviõ",2.09018659591675,"avi","aviõ","aviõe","aviões","aviões","aviões"
"avó","vó",2.05104772249858,"avo",16.7007703781128,"avó",2.09106278419495,"avó","avó","avó","avó","avó","avó"
"bandas","bandar",2.05206063985825,"band",16.7106306552887,"band",2.09193849563599,"ban","band","banda","bandas","bandas","bandas"
"bons","bom",2.05307813882828,"bom",16.7193729877472,"bons",2.09280824661255,"bon","bons","bons","bons","bons","bons"
"bordo","bordar",2.05409966309865,"bord",16.7276790142059,"bord",2.0936803817749,"bor","bord","bordo","bordo","bordo","bordo"
"britânicos","britânico",2.05529181162516,"britan",16.7357792854309,"britân",2.09457921981812,"bri","brit","britâ","britân","britâni","britânic"
"cair","cair",2.0563029328982,"cair",16.7437431812286,"cair",2.09545016288757,"cai","cair","cair","cair","cair","cair"
"campos","campo",2.05733031829198,"camp",16.7533140182495,"camp",2.09632205963135,"cam","camp","campo","campos","campos","campos"
"candidatura","candidatura",2.05835785865784,"candidat",16.7608144283295,"candidatur",2.09722757339478,"can","cand","candi","candid","candida","candidat"
"capa","capar",2.05954149961472,"cap",16.7699637413025,"cap",2.09810638427734,"cap","capa","capa","capa","capa","capa"
"capitão","capitão",2.06056140263875,"capita",16.7792103290558,"capitã",2.09898972511292,"cap","capi","capit","capitã","capitão","capitão"
"cara","caro",2.06159759759903,"car",16.787850856781,"car",2.09986281394958,"car","cara","cara","cara","cara","cara"
"carga","cargar",2.06279756228129,"carg",16.7971408367157,"carg",2.10094213485718,"car","carg","carga","carga","carga","carga"
"cargos","cargos",2.06383307774862,"carg",16.8068573474884,"carg",2.1020495891571,"car","carg","cargo","cargos","cargos","cargos"
"cartas","carte",2.06485784451167,"cart",16.8178112506866,"cart",2.10303711891174,"car","cart","carta","cartas","cartas","cartas"
"casar","casar",2.06587802966436,"cas",16.8274245262146,"cas",2.10388541221619,"cas","casa","casar","casar","casar","casar"
"causando","causar",2.06706941127777,"caus",16.83536028862,"caus",2.10474014282227,"cau","caus","causa","causan","causand","causando"
"causar","causar",2.06808294057846,"caus",16.8586490154266,"caus",2.10558104515076,"cau","caus","causa","causar","causar","causar"
"cedo","ceder",2.06910543044408,"ced",16.8670473098755,"ced",2.106440782547,"ced","cedo","cedo","cedo","cedo","cedo"
"cemitério","cemitério",2.07013403177261,"cemite",16.8745315074921,"cemitéri",2.10733413696289,"cem","cemi","cemit","cemité","cemitér","cemitéri"
"chinês","chinês",2.07131980260213,"chin",16.8838694095612,"chinês",2.10822439193726,"chi","chin","chinê","chinês","chinês","chinês"
"clara","claro",2.0723335425059,"cl",16.8923897743225,"clar",2.10908269882202,"cla","clar","clara","clara","clara","clara"
"claro","claro",2.07335851589839,"clar",16.9007937908173,"clar",2.10993099212646,"cla","clar","claro","claro","claro","claro"
"classificada","classificar",2.07438569068909,"classific",16.9083430767059,"classific",2.11081314086914,"cla","clas","class","classi","classif","classifi"
"classificado","classificar",2.0755628267924,"classific",16.915687084198,"classific",2.11167407035828,"cla","clas","class","classi","classif","classifi"
"clássico","clássico",2.07658220529556,"class",16.9226875305176,"clássic",2.11257100105286,"clá","clás","cláss","clássi","clássic","clássico"
"colocar","locar",2.0776162981987,"coloc",16.9303104877472,"coloc",2.11343932151794,"col","colo","coloc","coloca","colocar","colocar"
"coluna","colunar",2.07884691953659,"colun",16.9394547939301,"colun",2.11432552337646,"col","colu","colun","coluna","coluna","coluna"
"compostos","compor",2.07995933294296,"compost",16.9484763145447,"compost",2.11520171165466,"com","comp","compo","compos","compost","composto"
"compra","comprar",2.0810219168663,"compr",16.957480430603,"compr",2.11609530448914,"com","comp","compr","compra","compra","compra"
"conceitos","conceitos",2.08203180233637,"conceit",16.9668984413147,"conceit",2.11697793006897,"con","conc","conce","concei","conceit","conceito"
"concurso","concursar",2.08322228590647,"concurs",16.975075006485,"concurs",2.11784434318542,"con","conc","concu","concur","concurs","concurso"
"confiança","confiança",2.08422252337138,"confianc",16.984246969223,"confianc",2.11876630783081,"con","conf","confi","confia","confian","confianç"
"conquista","conquistar",2.08523203531901,"conqu",16.9916377067566,"conquist",2.11962652206421,"con","conq","conqu","conqui","conquis","conquist"
"conseguem","conseguir",2.08625294764837,"conseg",16.9997246265411,"consegu",2.12048006057739,"con","cons","conse","conseg","consegu","consegue"
"construídas","construir",2.08742847045263,"constru",17.0083899497986,"construíd",2.1213698387146,"con","cons","const","constr","constru","construí"
"contemporânea","contemporâneo",2.08842679659526,"contemporane",17.0174643993378,"contemporân",2.12229204177856,"con","cont","conte","contem","contemp","contempo"
"continuaram","continuar",2.08943838675817,"continu",17.0257222652435,"continu",2.12315392494202,"con","cont","conti","contin","continu","continua"
"contou","contar",2.0904437939326,"cont",17.0338761806488,"cont",2.12402009963989,"con","cont","conto","contou","contou","contou"
"controlar","controlar",2.09160795211792,"control",17.0416600704193,"control",2.12488317489624,"con","cont","contr","contro","control","controla"
"convencional","convencional",2.09260650078456,"convenc",17.0489537715912,"convencional",2.12575340270996,"con","conv","conve","conven","convenc","convenci"
"convidado","convidar",2.09361684322357,"convid",17.0560727119446,"convid",2.12665200233459,"con","conv","convi","convid","convida","convidad"
"costa","costo",2.09479447205861,"cost",17.064685344696,"cost",2.12749838829041,"cos","cost","costa","costa","costa","costa"
"costas","costo",2.09579325119654,"cost",17.0770063400269,"cost",2.1283540725708,"cos","cost","costa","costas","costas","costas"
"costume","costumar",2.09681458075841,"costum",17.0853123664856,"costum",2.12919592857361,"cos","cost","costu","costum","costume","costume"
"criadas","criar",2.09783649841944,"cri",17.093955039978,"cri",2.13004112243652,"cri","cria","criad","criada","criadas","criadas"
"crimes","crime",2.09901107549667,"crim",17.1031517982483,"crim",2.13088035583496,"cri","crim","crime","crimes","crimes","crimes"
"crédito","crédito",2.10000946124395,"credit",17.1117448806763,"crédit",2.13172674179077,"cré","créd","crédi","crédit","crédito","crédito"
"daí","daí",2.10101352532705,"dai",17.1205739974976,"daí",2.13255763053894,"daí","daí","daí","daí","daí","daí"
"definido","definir",2.10202422936757,"defin",17.1275224685669,"defin",2.13341975212097,"def","defi","defin","defini","definid","definido"
"definitivamente","definitivo",2.10319349368413,"definitiv",17.1362946033478,"definit",2.1342978477478,"def","defi","defin","defini","definit","definiti"
"deixaram","deixar",2.10419970750809,"deix",17.1444942951202,"deix",2.13516068458557,"dei","deix","deixa","deixar","deixara","deixaram"
"derrotando","derrotar",2.1052090326945,"derrot",17.1525771617889,"derrot",2.1360080242157,"der","derr","derro","derrot","derrota","derrotan"
"descoberta","coberto",2.10621769030889,"descobert",17.1615898609161,"descobert",2.13690233230591,"des","desc","desco","descob","descobe","descober"
"design","design",2.10747843186061,"design",17.1697759628296,"design",2.13793396949768,"des","desi","desig","design","design","design"
"destruir","destruir",2.10847965081533,"destru",17.1775100231171,"destru",2.13884711265564,"des","dest","destr","destru","destrui","destruir"
"destruída","destruir",2.10950662692388,"destru",17.1857399940491,"destruíd",2.13970470428467,"des","dest","destr","destru","destruí","destruíd"
"dificuldade","dificuldade",2.11070765654246,"dificuldad",17.1941752433777,"dificuldad",2.14058136940002,"dif","difi","dific","dificu","dificul","dificuld"
"dificuldades","dificuldade",2.11171553134918,"dificuldad",17.2034158706665,"dificuldad",2.141446352005,"dif","difi","dific","dificu","dificul","dificuld"
"dimensões","dimensão",2.11272719701131,"dimens",17.2278001308441,"dimensõ",2.14232778549194,"dim","dime","dimen","dimens","dimensõ","dimensõe"
"disseram","dizer",2.11375586986542,"diss",17.2360901832581,"diss",2.14320707321167,"dis","diss","disse","disser","dissera","disseram"
"distribuídos","distribuir",2.11494212547938,"distribu",17.2450575828552,"distribuíd",2.14410758018494,"dis","dist","distr","distri","distrib","distribu"
"dito","dizer",2.11595062414805,"dit",17.2539670467377,"dit",2.1449875831604,"dit","dito","dito","dito","dito","dito"
"dividido","dividir",2.11696275472641,"divid",17.2610247135162,"divid",2.14586424827576,"div","divi","divid","dividi","dividid","dividido"
"dizem","dizer",2.11797961393992,"diz",17.2690868377686,"diz",2.14674830436707,"diz","dize","dizem","dizem","dizem","dizem"
"documento","documentar",2.11914919614792,"document",17.2774412631989,"document",2.14762806892395,"doc","docu","docum","docume","documen","document"
"doenças","doença",2.12015236616135,"doenc",17.2871522903442,"doenc",2.14850378036499,"doe","doen","doenç","doença","doenças","doenças"
"dono","dono",2.1211718082428,"don",17.2956178188324,"don",2.14936375617981,"don","dono","dono","dono","dono","dono"
"econômicas","econômico",2.12218414545059,"econom",17.3039381504059,"econôm",2.15024924278259,"eco","econ","econô","econôm","econômi","econômic"
"endereço","endereçar",2.12335244814555,"enderec",17.3127098083496,"enderec",2.15110969543457,"end","ende","ender","endere","endereç","endereço"
"enredo","enredar",2.12435996929805,"enred",17.3231604099274,"enred",2.15205121040344,"enr","enre","enred","enredo","enredo","enredo"
"entidade","ente",2.12537762324015,"entidad",17.3315169811249,"entidad",2.15292453765869,"ent","enti","entid","entida","entidad","entidade"
"entidades","ente",2.12655098438263,"entidad",17.3408722877502,"entidad",2.15376424789429,"ent","enti","entid","entida","entidad","entidade"
"errado","errar",2.12756000359853,"err",17.3477637767792,"errad",2.15467834472656,"err","erra","errad","errado","errado","errado"
"escolher","escolher",2.12856981356939,"escolh",17.3560633659363,"escolh",2.15552639961243,"esc","esco","escol","escolh","escolhe","escolher"
"especificamente","especificar",2.12958915630976,"especific",17.3650636672974,"especif",2.16832733154297,"esp","espe","espec","especi","especif","especifi"
"esperava","esperar",2.13076366980871,"esper",17.3733952045441,"esper",2.16949248313904,"esp","espe","esper","espera","esperav","esperava"
"esportes","esporte",2.13177163600922,"esport",17.3828971385956,"esport",2.17054605484009,"esp","espo","espor","esport","esporte","esportes"
"esquerdo","esquerdar",2.13278596798579,"esquerd",17.3913621902466,"esquerd",2.17153811454773,"esq","esqu","esque","esquer","esquerd","esquerdo"
"estabelecido","estabelecer",2.13379794359207,"estabelec",17.3981354236603,"estabelec",2.17247772216797,"est","esta","estab","estabe","estabel","estabele"
"estaria","estar",2.1349701166153,"est",17.4069061279297,"estar",2.17338800430298,"est","esta","estar","estari","estaria","estaria"
"estilos","estilo",2.13597731987635,"estil",17.4159526824951,"estil",2.1743049621582,"est","esti","estil","estilo","estilos","estilos"
"estudante","estudar",2.13715686798096,"estud",17.4226870536804,"estud",2.17520594596863,"est","estu","estud","estuda","estudan","estudant"
"etc","etc",2.13822464942932,"etc",17.4305801391602,"etc",2.1761109828949,"etc","etc","etc","etc","etc","etc"
"europeus","europeu",2.13939927021662,"europ",17.4394197463989,"europeus",2.17700624465942,"eur","euro","europ","europe","europeu","europeus"
"evidências","evidência",2.14041005770365,"evid",17.4478371143341,"evident",2.17790937423706,"evi","evid","evidê","evidên","evidênc","evidênci"
"exceção","exceção",2.14142960309982,"excec",17.4560627937317,"exceçã",2.17884755134583,"exc","exce","exceç","exceçã","exceção","exceção"
"exclusivo","exclusivo",2.1424417535464,"exclus",17.4632301330566,"exclus",2.17974400520325,"exc","excl","exclu","exclus","exclusi","exclusiv"
"exemplos","exemplo",2.14361657301585,"exempl",17.4724140167236,"exempl",2.18063592910767,"exe","exem","exemp","exempl","exemplo","exemplos"
"exercer","exercer",2.14462809960047,"exerc",17.4801428318024,"exerc",2.18152093887329,"exe","exer","exerc","exerce","exercer","exercer"
"existia","existir",2.14564595619837,"exist",17.4887082576752,"exist",2.18242478370667,"exi","exis","exist","existi","existia","existia"
"expedição","expedição",2.14684598843257,"exped",17.4959576129913,"expediçã",2.18333983421326,"exp","expe","exped","expedi","expediç","expediçã"
"explicou","explicar",2.14785335858663,"explic",17.5042870044708,"explic",2.18428087234497,"exp","expl","expli","explic","explico","explicou"
"falam","falir",2.14886674483617,"fal",17.5124995708466,"fal",2.18518447875977,"fal","fala","falam","falam","falam","falam"
"fama","fama",2.14988501866659,"fam",17.5213499069214,"fam",2.18618512153625,"fam","fama","fama","fama","fama","fama"
"familiares","familiar",2.15105743805567,"famili",17.5301594734192,"famili",2.18707060813904,"fam","fami","famil","famili","familia","familiar"
"feliz","feliz",2.15205872058868,"feliz",17.5383627414703,"feliz",2.1879403591156,"fel","feli","feliz","feliz","feliz","feliz"
"fenômeno","fenômeno",2.1531011223793,"fenomen",17.546578168869,"fenômen",2.18881773948669,"fen","fenô","fenôm","fenôme","fenômen","fenômeno"
"feridos","ferir",2.15411413113276,"fer",17.5544250011444,"fer",2.18969798088074,"fer","feri","ferid","ferido","feridos","feridos"
"ferro","ferrar",2.15529150565465,"ferr",17.5627412796021,"ferr",2.19063591957092,"fer","ferr","ferro","ferro","ferro","ferro"
"filmagens","filmagem",2.15629478693008,"film",17.5727236270905,"filmagens",2.19153642654419,"fil","film","filma","filmag","filmage","filmagen"
"florestas","florestar",2.15731132825216,"florest",17.5977213382721,"florest",2.19243717193604,"flo","flor","flore","flores","florest","floresta"
"formando","formar",2.15832794507345,"form",17.6060450077057,"form",2.19332003593445,"for","form","forma","forman","formand","formando"
"foto","foto",2.15950458049774,"fot",17.61456990242,"fot",2.19432353973389,"fot","foto","foto","foto","foto","foto"
"frio","frio",2.16051121155421,"fri",17.6231243610382,"fri",2.1952543258667,"fri","frio","frio","frio","frio","frio"
"funcionamento","funcionar",2.16152970790863,"funcion",17.6301336288452,"funcion",2.19613480567932,"fun","func","funci","funcio","funcion","funciona"
"fusão","fusão",2.16274262666702,"fusa",17.6384205818176,"fusã",2.19698739051819,"fus","fusã","fusão","fusão","fusão","fusão"
"garota","garotar",2.16375939448675,"garot",17.6477627754211,"garot",2.19783997535706,"gar","garo","garot","garota","garota","garota"
"gente","gente",2.16477048397064,"gent",17.6559686660767,"gent",2.19871258735657,"gen","gent","gente","gente","gente","gente"
"gol","gol",2.16578225692113,"gol",17.6642603874207,"gol",2.19957208633423,"gol","gol","gol","gol","gol","gol"
"graves","gravar",2.16695916652679,"grav",17.6734254360199,"grav",2.20043635368347,"gra","grav","grave","graves","graves","graves"
"gráfico","gráfico",2.16796387434006,"graf",17.6804101467133,"gráfic",2.20130062103271,"grá","gráf","gráfi","gráfic","gráfico","gráfico"
"habilidade","habilidade",2.16898003021876,"habil",17.6874847412109,"habil",2.20219373703003,"hab","habi","habil","habili","habilid","habilida"
"herói","herói",2.16998925209045,"hero",17.6954636573792,"heró",2.20304918289185,"her","heró","herói","herói","herói","herói"
"humanidade","humano",2.17117257515589,"human",17.7025055885315,"human",2.20389723777771,"hum","huma","human","humani","humanid","humanida"
"ideias","idear",2.1721751054128,"ide",17.7123069763184,"ide",2.20474219322205,"ide","idei","ideia","ideias","ideias","ideias"
"idioma","idioma",2.17319148381551,"idiom",17.720978975296,"idiom",2.20559883117676,"idi","idio","idiom","idioma","idioma","idioma"
"impacto","pactar",2.17420459191004,"impact",17.7293171882629,"impact",2.20647001266479,"imp","impa","impac","impact","impacto","impacto"
"inaugurado","inaugurar",2.175375020504,"inaugur",17.7366790771484,"inaugur",2.20733141899109,"ina","inau","inaug","inaugu","inaugur","inaugura"
"incluir","incluir",2.17637912432353,"inclu",17.744472026825,"inclu",2.20822834968567,"inc","incl","inclu","inclui","incluir","incluir"
"incluído","incluir",2.17739869356155,"inclu",17.7528018951416,"incluíd",2.20909404754639,"inc","incl","inclu","incluí","incluíd","incluído"
"iniciar","iniciar",2.17860005696615,"inici",17.7608358860016,"inic",2.20994424819946,"ini","inic","inici","inicia","iniciar","iniciar"
"instalado","instalar",2.17961632808049,"instal",17.7678813934326,"instal",2.21083688735962,"ins","inst","insta","instal","instala","instalad"
"interesses","interessar",2.18063265879949,"inter",17.7768769264221,"inter",2.21168613433838,"int","inte","inter","intere","interes","interess"
"interno","internar",2.18164978027344,"intern",17.7852654457092,"intern",2.21255302429199,"int","inte","inter","intern","interno","interno"
"interpretou","interpretar",2.18282768328985,"interpret",17.7929837703705,"interpret",2.21339702606201,"int","inte","inter","interp","interpr","interpre"
"intervenção","intervenção",2.18383103211721,"intervenc",17.8018474578857,"intervençã",2.2142596244812,"int","inte","inter","interv","interve","interven"
"japoneses","japonês",2.18484833240509,"japones",17.8109855651855,"japones",2.21512365341187,"jap","japo","japon","japone","japones","japonese"
"judeus","judeu",2.18586262464523,"jud",17.8209121227264,"judeus",2.21596169471741,"jud","jude","judeu","judeus","judeus","judeus"
"juntas","juntar",2.18703937927882,"junt",17.8309938907623,"junt",2.21679210662842,"jun","junt","junta","juntas","juntas","juntas"
"justamente","justos",2.18805340528488,"just",17.8393497467041,"just",2.21762728691101,"jus","just","justa","justam","justame","justamen"
"leitura","leitura",2.18907453219096,"leit",17.8468463420868,"leitur",2.21851229667664,"lei","leit","leitu","leitur","leitura","leitura"
"ligação","ligação",2.190090072155,"lig",17.8543891906738,"ligaçã",2.21936964988708,"lig","liga","ligaç","ligaçã","ligação","ligação"
"ligações","ligação",2.19127275943756,"lig",17.8621783256531,"ligaçõ",2.22022533416748,"lig","liga","ligaç","ligaçõ","ligaçõe","ligações"
"literalmente","literal",2.19227891365687,"liter",17.8698406219482,"literal",2.22107315063477,"lit","lite","liter","litera","literal","literalm"
"localizadas","localizar",2.1932953119278,"local",17.8784384727478,"localiz",2.22194004058838,"loc","loca","local","locali","localiz","localiza"
"manifestações","manifestação",2.19447765747706,"manifest",17.886602640152,"manifest",2.22281551361084,"man","mani","manif","manife","manifes","manifest"
"mantido","manter",2.19548224210739,"mant",17.893789768219,"mant",2.2236864566803,"man","mant","manti","mantid","mantido","mantido"
"matéria","matéria",2.19649695952733,"mater",17.9021399021149,"matér",2.22454833984375,"mat","maté","matér","matéri","matéria","matéria"
"meios","meio",2.19751554727554,"mei",17.9110016822815,"mei",2.22542452812195,"mei","meio","meios","meios","meios","meios"
"mensal","mensal",2.19869631528854,"mens",17.9184319972992,"mensal",2.22628450393677,"men","mens","mensa","mensal","mensal","mensal"
"modalidade","modal",2.19970131715139,"modal",17.925265789032,"modal",2.22713756561279,"mod","moda","modal","modali","modalid","modalida"
"momentos","momento",2.2007176399231,"moment",17.9350390434265,"moment",2.22802376747131,"mom","mome","momen","moment","momento","momentos"
"morreram","morrer",2.20173100630442,"morr",17.9431393146515,"morr",2.22896194458008,"mor","morr","morre","morrer","morrera","morreram"
"motorista","motorista",2.2029137134552,"motor",17.965980052948,"motor",2.22984027862549,"mot","moto","motor","motori","motoris","motorist"
"nativos","nativo",2.2039172967275,"nativ",17.975085735321,"nativ",2.23070096969604,"nat","nati","nativ","nativo","nativos","nativos"
"negra","negro",2.20493418375651,"negr",17.9853765964508,"negr",2.23155570030212,"neg","negr","negra","negra","negra","negra"
"notável","notável",2.20594482024511,"not",17.9924728870392,"notável",2.23243808746338,"not","notá","notáv","notáve","notável","notável"
"notícia","notícia",2.20711968342463,"notic",18.0015919208527,"notíc",2.23329544067383,"not","notí","notíc","notíci","notícia","notícia"
"objetivos","objetivos",2.20812424023946,"obje",18.0094263553619,"objet",2.23416256904602,"obj","obje","objet","objeti","objetiv","objetivo"
"olhar","olhar",2.20913952191671,"olh",18.0178275108337,"olhar",2.23505401611328,"olh","olha","olhar","olhar","olhar","olhar"
"olho","olhar",2.21032211383184,"olh",18.0263478755951,"olho",2.23592448234558,"olh","olho","olho","olho","olho","olho"
"paciente","pacientar",2.2113253513972,"paci",18.0333964824677,"pacient",2.23679137229919,"pac","paci","pacie","pacien","pacient","paciente"
"parecem","parecer",2.21233816544215,"parec",18.0410115718842,"parec",2.23764705657959,"par","pare","parec","parece","parecem","parecem"
"pedras","pedrar",2.21337895790736,"pedr",18.0513875484467,"pedr",2.23850297927856,"ped","pedr","pedra","pedras","pedras","pedras"
"percebe","perceber",2.21457724968592,"perceb",18.0597422122955,"perceb",2.2393536567688,"per","perc","perce","perceb","percebe","percebe"
"perdendo","perder",2.21558105150859,"perd",18.0689804553986,"perd",2.24020457267761,"per","perd","perde","perden","perdend","perdendo"
"perdido","perder",2.21659260193507,"perd",18.0774128437042,"perd",2.24106955528259,"per","perd","perdi","perdid","perdido","perdido"
"pesca","pescar",2.21760877370834,"pesc",18.0860800743103,"pesc",2.24191379547119,"pes","pesc","pesca","pesca","pesca","pesca"
"peso","pesar",2.21878858804703,"pes",18.0949811935425,"pes",2.24277997016907,"pes","peso","peso","peso","peso","peso"
"pesquisadores","pesquisar",2.21979156732559,"pesquis",18.1029739379883,"pesquis",2.24366688728333,"pes","pesq","pesqu","pesqui","pesquis","pesquisa"
"pessoais","pessoal",2.22081835269928,"pessoal",18.1127660274506,"pesso",2.2445068359375,"pes","pess","pesso","pessoa","pessoai","pessoais"
"piano","piano",2.22186010281245,"pian",18.1217486858368,"pian",2.24535441398621,"pia","pian","piano","piano","piano","piano"
"pinturas","pintura",2.22304931879044,"pint",18.1305940151215,"pintur",2.24620890617371,"pin","pint","pintu","pintur","pintura","pinturas"
"piratas","piratar",2.22406454881032,"pirat",18.1410577297211,"pirat",2.24704098701477,"pir","pira","pirat","pirata","piratas","piratas"
"planejamento","planejar",2.22508489688237,"planej",18.1481597423553,"planej",2.24788212776184,"pla","plan","plane","planej","planeja","planejam"
"plantas","plantar",2.22627729177475,"plant",18.1580677032471,"plant",2.26004576683044,"pla","plan","plant","planta","plantas","plantas"
