7319	1
5026	2
8387	3
692	4
5309	5
6796	6
743	7
3474	8
7231	9
2891	10
3586	11
2084	12
9365	13
9483	14
3814	15
1074	16
3044	17
183	18
4546	19
3766	20
5080	21
4662	22
8650	23
4231	24
258	25
1772	26
8957	27
6626	28
3118	29
6090	30
8184	31
801	32
7656	33
8914	34
710	35
709	36
2815	37
4860	38
6740	39
221	40
5558	41
4305	42
7863	43
2695	44
5563	45
9047	46
985	47
4058	48
4691	49
6657	50
723	51
7216	52
6673	53
6216	54
7343	55
2864	56
190	57
4186	58
314	59
4895	60
4402	61
8589	62
9135	63
5591	64
9493	65
9101	66
7138	67
3512	68
4853	69
9268	70
5922	71
3111	72
7022	73
1793	74
3919	75
7341	76
8306	77
7853	78
3363	79
7124	80
6770	81
2553	82
5137	83
230	84
1438	85
2075	86
1183	87
4378	88
6395	89
7870	90
7457	91
1986	92
2146	93
737	94
455	95
1979	96
739	97
1342	98
2009	99
4659	100
3976	101
5804	102
6899	103
9338	104
2611	105
5307	106
4415	107
8111	108
3646	109
2013	110
1647	111
1186	112
147	113
558	114
6894	115
3746	116
2853	117
2121	118
3146	119
4064	120
5379	121
6683	122
3013	123
2399	124
2222	125
365	126
2688	127
8840	128
1162	129
2797	130
9139	131
4776	132
1776	133
861	134
1555	135
5718	136
6077	137
1838	138
3631	139
1307	140
3716	141
6676	142
247	143
4856	144
9266	145
4710	146
9487	147
8159	148
474	149
531	150
3337	151
4013	152
3440	153
2582	154
1871	155
3971	156
8753	157
7586	158
8860	159
6551	160
7619	161
6914	162
7690	163
4143	164
8007	165
4674	166
305	167
5122	168
4158	169
2258	170
2086	171
3231	172
3732	173
7644	174
5434	175
2196	176
4844	177
5807	178
7014	179
2895	180
2345	181
8551	182
8868	183
592	184
429	185
4398	186
6531	187
2173	188
3974	189
9182	190
2189	191
601	192
7664	193
3958	194
3700	195
3452	196
1500	197
6061	198
8653	199
3310	200
2933	201
7948	202
619	203
3136	204
5506	205
143	206
6369	207
4714	208
75	209
9305	210
1395	211
8024	212
6368	213
6429	214
7093	215
4322	216
1510	217
5704	218
7064	219
9456	220
2644	221
5221	222
2439	223
7355	224
8245	225
6665	226
6110	227
7938	228
832	229
9132	230
3075	231
8345	232
9328	233
5436	234
9344	235
8290	236
486	237
708	238
4785	239
86	240
117	241
494	242
8739	243
2153	244
195	245
947	246
7020	247
6524	248
3434	249
6230	250
283	251
6484	252
1134	253
186	254
3290	255
102	256
1803	257
1554	258
9476	259
3393	260
553	261
114	262
8335	263
3107	264
4002	265
6141	266
5543	267
8240	268
4321	269
8092	270
5684	271
344	272
7208	273
6971	274
7822	275
2422	276
517	277
9392	278
5771	279
2182	280
2894	281
657	282
5983	283
645	284
4229	285
3967	286
42	287
7963	288
3813	289
5268	290
2677	291
125	292
8796	293
7234	294
9098	295
7236	296
4428	297
5914	298
333	299
1128	300
5590	301
