106	6866	3	8.25
957	109	9	7.34
1866	1228	3	26.36
215	1575	3	13.47
106	757	14	7.87
851	102	16	8.47
103	1684	13	24.91
701	351	3	11.65
981	1091	3	20.93
581	332	4	17.22
370	432	3	9.29
14	115	1213	13.15
758	113	10	10.29
134	205	12	7.35
453	102	30	13.54
1374	102	11	8.02
1152	242	3	12.41
116	4659	3	6.66
407	671	3	12.29
193	416	4	7.99
163	1257	6	25.9
115	440	14	9.58
104	6843	3	7.15
920	105	12	6.66
1410	111	8	12.07
2089	125	7	24.59
318	190	7	17.06
2140	12	10	8.17
128	3502	3	8.39
798	449	3	14.46
241	469	3	7.12
765	5960	3	35.83
303	105	45	46.29
122	7070	3	14.29
588	172	6	17.8
105	485	20	8.33
17	203	8	9.26
5179	103	4	7.66
643	206	3	7.52
109	950	9	6.64
842	162	4	10.84
5049	106	4	11.01
317	12	65	39.63
866	210	3	8.97
1156	108	12	17.47
539	166	4	7.99
148	1266	4	11.67
201	652	3	7.26
126	218	18	11.51
350	540	3	10.29
2270	2	4	8.56
179	911	4	13.12
795	128	7	10.35
3282	16	3	11.34
189	1581	8	51.11
444	106	23	11.43
116	2115	5	8.87
655	250	3	9.79
107	4035	4	7.18
108	6377	3	9.38
244	328	5	13.16
134	3833	3	10.79
8	2625	4	9.5
4833	2943	4	61.03
506	9	9	9.34
126	3093	4	11.98
182	193	7	7.43
333	767	3	12.05
285	521	3	9.07
704	112	12	9.58
219	126	15	6.72
321	504	5	21.09
1800	102	10	10.77
117	4632	3	6.79
310	237	5	13.1
122	3627	5	18.61
684	1283	3	19.83
499	539	3	12.66
168	1569	3	10.4
238	122	18	8.49
5559	122	4	19.05
110	3725	4	7.28
2588	119	8	36.01
338	196	5	10.64
111	548	15	11.69
4127	129	3	10.03
105	4048	5	13.19
3508	876	3	28.28
3232	196	3	17
291	559	3	9.45
138	927	5	10.29
543	101	29	7.55
488	113	12	6.75
475	1138	3	17.1
377	212	4	7.96
285	136	10	11.29
137	316	8	6.89
111	295	22	9.45
125	2630	4	10.28
827	107	14	12.37
169	527	5	12.09
120	1904	6	13.92
124	1773	5	10.42
499	119	11	8.11
117	4309	3	6.79
248	205	6	11.37
554	102	22	7.43
111	178	69	63.84
128	2484	4	10.05
5436	184	3	20.91
114	2765	4	8.21
1499	111	7	8.5
1423	103	11	9.43
148	1521	3	8.62
708	106	15	8.44
637	8	9	11.27
195	736	3	7.54
104	1860	8	6.7
3858	106	5	8.93
101	3195	7	7.36
1187	1417	5	45.67
1030	283	3	13.26
147	2774	3	11.22
106	3626	5	8.93
160	494	5	10.1
6746	108	3	9.38
116	1858	5	6.92
805	103	17	7.74
649	173	4	9.63
2009	12	11	8.98
108	547	16	8.68
2544	4802	4	59.5
108	6634	3	9.38
130	1527	5	10.56
360	465	3	9.61
117	1000	12	25.72
3127	224	4	27.58
216	272	6	14.02
3689	114	3	8.51
1167	12	17	8.35
1659	106	9	13.02
154	474	10	31.55
115	116	208	32.59
183	12	118	9.21
2765	114	4	8.21
2350	116	6	15.08
9	3755	3	7.9
111	3857	4	7.6
113	3222	4	7.44
456	305	4	13.47
124	2139	6	17.9
341	306	4	11.37
111	5724	3	6.75
5234	106	4	11.01
385	186	9	27.87
588	499	7	43.02
280	1124	3	13.63
143	1806	3	7.88
140	3092	3	11.06
2845	544	3	23.47
6211	1228	3	39.23
230	117	20	6.66
1617	102	10	10.77
626	2598	3	24.61
129	2205	4	9.33
707	379	3	11.95
134	509	6	6.66
5212	102	4	7.88
1331	3512	3	31.35
21	183	4	8.85
712	101	24	9.43
1103	2267	5	53.05
556	138	9	20.57
5103	113	3	7.89
584	102	24	15.48
6001	625	3	34.76
4559	102	5	9.85
263	161	7	9.89
840	181	3	7.42
1303	1107	6	56.18
5536	112	3	6.74
486	109	23	29.86
696	143	5	9.56
122	102	437	41.21
111	5346	3	6.75
514	278	5	19.49
480	392	5	23.17
217	426	5	14.11
702	367	3	11.75
2320	101	9	9.46
245	1576	3	15.16
45	146	3	6.69
162	113	85	112.92
104	586	18	7.5
5639	113	3	7.89
1036	1843	4	34.89
1056	516	3	16.58
2468	110	8	22.46
101	3148	7	7.36
552	126	8	8.22
455	514	3	11.89
467	673	3	13.15
161	1418	3	9.01
274	311	4	9.37
347	3917	5	51.08
115	691	20	50.24
101	2996	7	7.36
12	1255	16	13.07
163	2020	3	11.15
102	1675	9	7.05
537	429	4	19.7
127	1704	6	14.79
120	281	49	137.56
145	162	51	144.29
205	578	3	6.87
1136	8	7	12.69
4841	103	4	7.66
4369	125	3	9.14
742	108	20	37.4
5787	111	3	6.75
120	134	69	17.34
121	2191	5	12.97
101	275	65	27.46
106	6555	3	8.25
133	308	12	16.46
4	105	15	11
272	137	25	66.62
106	552	18	10.13
1428	132	5	11.91
523	12	34	8.84
272	194	6	11.37
129	2719	4	11.44
1544	154	3	8.88
981	134	5	9.78
117	4715	3	8.78
1070	123	6	8.69
113	162	85	112.92
102	966	18	18.37
893	103	16	10.68
4398	125	3	9.14
299	1947	4	25.6
569	377	3	10.61
1226	4997	3	34.73
329	3972	5	50.75
477	301	3	8.68
196	1007	3	9.96
634	272	3	10.07
103	111	676	7.84
123	1995	4	8.09
104	6132	3	7.15
103	160	101	8.68
986	106	12	9.59
1463	132	4	7.71
800	215	4	14.58
2477	12	9	7.35
4967	130	3	12.2
176	614	4	9.46
112	389	17	7.2
192	1337	4	18.13
1448	273	3	14.26
1729	4	10	116.8
895	332	3	13.67
294	402	4	12
867	107	13	10.64
1727	202	3	15.01
232	161	8	10.81
5649	102	4	7.88
294	579	3	9.7
519	109	17	16.89
120	5758	3	9.73
4834	107	4	11.66
1199	102	15	16.16
1144	157	3	7.22
12	489	38	13.39
389	193	4	7.19
417	117	14	9.9
12	563	31	9.2
1890	144	4	13.52
127	4585	3	9.41
108	627	14	8.41
579	323	3	10.46
4486	102	5	9.85
234	934	3	11.11
250	102	51	19.88
116	1601	5	6.92
2460	169	3	12.88
271	244	6	15.85
12	311	57	9.06
128	2683	3	7.28
12	107	1704	61.8
5232	117	3	8.78
312	1553	6	41.78
799	1560	5	42.34
2283	742	4	35.92
343	113	18	10.55
564	117	12	12.76
978	119	7	7.31
542	215	3	7.05
2813	121	4	8.09
6473	2	3	14.14
477	554	10	68.5
695	121	9	9.6
4380	118	4	12.92
113	490	12	6.75
136	3168	3	10
102	661	19	7.29
126	2401	4	10.59
123	1790	5	10.57
357	12	56	22.16
101	1346	14	9.16
129	3873	3	8.58
