599	1
8200	2
7700	3
8434	4
3860	5
8284	6
7035	7
7479	8
8060	9
829	10
4319	11
8238	12
7817	13
5969	14
8596	15
5931	16
8906	17
7775	18
4468	19
384	20
5344	21
3534	22
5116	23
5136	24
6971	25
2458	26
8205	27
7430	28
5390	29
777	30
3375	31
7327	32
1724	33
3027	34
1743	35
7439	36
3371	37
9693	38
4623	39
5420	40
362	41
5826	42
1855	43
7538	44
5021	45
2257	46
6156	47
1522	48
6054	49
648	50
4064	51
5880	52
1670	53
7921	54
8476	55
4911	56
5385	57
6251	58
6089	59
2987	60
7338	61
4813	62
7744	63
4736	64
5820	65
1764	66
4838	67
5994	68
2811	69
5025	70
2825	71
91	72
8695	73
5451	74
457	75
1455	76
5347	77
1784	78
5565	79
2338	80
1405	81
1828	82
1778	83
1883	84
4436	85
7763	86
2722	87
2117	88
668	89
1152	90
3619	91
6446	92
8881	93
5917	94
5092	95
5085	96
6944	97
841	98
3238	99
6160	100
6406	101
7724	102
3169	103
762	104
1885	105
1716	106
5233	107
9427	108
4026	109
7524	110
612	111
9588	112
3763	113
336	114
310	115
3032	116
148	117
2417	118
525	119
162	120
6475	121
8534	122
930	123
6351	124
1245	125
1653	126
1215	127
2318	128
4767	129
7497	130
2664	131
743	132
6165	133
115	134
2560	135
8580	136
9075	137
5836	138
5061	139
3902	140
8215	141
1519	142
2465	143
7956	144
623	145
7022	146
1947	147
4477	148
7209	149
4241	150
3811	151
4556	152
413	153
8396	154
7490	155
5146	156
5998	157
1862	158
8900	159
8127	160
1651	161
1574	162
6564	163
9709	164
160	165
7444	166
3099	167
7138	168
8874	169
5551	170
5383	171
1332	172
9742	173
5553	174
2610	175
4347	176
2650	177
2640	178
1476	179
1061	180
2819	181
2102	182
282	183
737	184
8083	185
1510	186
1847	187
878	188
5221	189
6624	190
4753	191
5779	192
6686	193
4056	194
5367	195
5277	196
8726	197
6847	198
7187	199
6366	200
902	201
4861	202
7262	203
3421	204
3556	205
9073	206
1707	207
8122	208
852	209
2464	210
292	211
8509	212
3756	213
1709	214
8401	215
9054	216
1960	217
3045	218
8769	219
7876	220
4268	221
5618	222
5564	223
6209	224
8716	225
7675	226
5185	227
7376	228
2688	229
1564	230
1602	231
6465	232
7267	233
106	234
1563	235
8398	236
8499	237
4682	238
5581	239
4475	240
8998	241
3971	242
8170	243
8165	244
7958	245
1347	246
6780	247
6600	248
5949	249
9396	250
8926	251
685	252
8922	253
7088	254
7488	255
8287	256
1120	257
1755	258
4875	259
7797	260
8267	261
1412	262
490	263
6031	264
6312	265
9654	266
5441	267
4240	268
6042	269
6900	270
7654	271
6145	272
687	273
4655	274
2552	275
90	276
610	277
7725	278
4986	279
8681	280
6415	281
9573	282
7646	283
6708	284
5872	285
5058	286
4204	287
8533	288
8240	289
5711	290
1898	291
5107	292
1108	293
8318	294
3265	295
7340	296
2806	297
1219	298
9812	299
8759	300
5688	301
3069	302
1039	303
9283	304
9146	305
9226	306
7264	307
1794	308
7669	309
541	310
7169	311
3818	312
1248	313
5992	314
1026	315
3662	316
4647	317
4884	318
7751	319
2746	320
5703	321
2949	322
2263	323
2327	324
4775	325
2769	326
4422	327
6072	328
4469	329
2060	330
4529	331
6659	332
5569	333
1050	334
7105	335
6731	336
